Cell_name	Zvalue	Color	Cluster	POU5F1	THY1
MGH53_P6_A02	-0.335854746565	green3	2	1.1283	5.9652
MGH53_P6_A03	-0.216430809036	green3	2	1.2672	6.3375
MGH53_P6_A04	0.0741710046597	green3	2	1.2253	4.5265
MGH53_P6_A05	NA	black	0	1.7124	0
MGH53_P6_A06	0.0611342817607	green3	2	1.6026	5.1403
MGH53_P6_A07	1.0812494111	cyan	4	2.1789	6.0592
MGH53_P6_A08	-0.12193603551	green3	2	1.4441	1.8266
MGH53_P6_A09	-0.124313786197	green3	2	0.87735	5.099
MGH53_P6_A10	-0.898368384218	green3	2	0.95308	6.6416
MGH53_P6_A11	-0.746602313576	green3	2	0.77989	5.9358
MGH53_P6_A12	0.158924453468	green3	2	1.664	5.395
MGH53_P6_B02	0.241022131979	green3	2	1.6471	5.7104
MGH53_P6_B03	1.95460882317	black	0	2.5671	6.2995
MGH53_P6_B04	-1.66847789555	black	0	0.8496	7.5404
MGH53_P6_B05	NA	black	0	0.75702	0
MGH53_P6_B06	NA	black	0	2.5507	0
MGH53_P6_B07	NA	black	0	0	5.4396
MGH53_P6_B09	0.638360769957	green3	2	1.0642	3.2833
MGH53_P6_B10	-0.377849530867	green3	2	1.0766	5.9045
MGH53_P6_C01	NA	black	0	1.5165	0
MGH53_P6_C03	NA	black	0	1.2004	0
MGH53_P6_C04	-0.270778231627	green3	2	0.86315	5.329
MGH53_P6_C05	-0.372261720634	green3	2	1.5231	2.0793
MGH53_P6_C06	0.141955788256	green3	2	1.6794	5.3151
MGH53_P6_C07	-1.80546619759	black	0	0.60975	6.8779
MGH53_P6_C08	-0.0671334471649	green3	2	1.4911	4.236
MGH53_P6_C09	-0.139647574977	green3	2	1.2388	5.6433
MGH53_P6_C10	NA	black	0	0.84398	0
MGH53_P6_C11	0.266188765701	green3	2	1.5907	6.0584
MGH53_P6_C12	-0.105562717162	green3	2	1.115	5.2096
MGH53_P6_D01	-0.00386104039131	green3	2	1.4468	4.8135
MGH53_P6_D02	0.0392954485414	green3	2	1.4942	5.2382
MGH53_P6_D03	0.120886949957	green3	2	2.4929	4.962
MGH53_P6_D05	-0.576136531644	green3	2	1.8703	3.8176
MGH53_P6_D07	-1.12131477651	red	1	0.87027	6.7333
MGH53_P6_D08	-0.557132691177	green3	2	1.2179	7.6506
MGH53_P6_D09	-1.08007889389	red	1	0.8472	6.5899
MGH53_P6_D10	-0.0180812836995	green3	2	1.3505	5.2063
MGH53_P6_D11	NA	black	0	0.86552	0
MGH53_P6_D12	NA	black	0	0	5.3282
MGH53_P6_E01	0.10103263019	green3	2	1.9057	5.0484
MGH53_P6_E02	0.300850384998	green3	2	0.92979	4.3462
MGH53_P6_E03	-1.00100880874	red	1	0.82619	6.4065
MGH53_P6_E04	NA	black	0	0	4.3377
MGH53_P6_E05	NA	black	0	0	3.2209
MGH53_P6_E06	-0.532027225567	green3	2	0.86473	5.7527
MGH53_P6_E07	-0.0074570868092	green3	2	0.97526	4.9079
MGH53_P6_E08	NA	black	0	3.0531	0
MGH53_P6_E09	-0.139942974678	green3	2	0.96643	5.1707
MGH53_P6_E10	0.421947893835	green3	2	0.90304	4.1683
MGH53_P6_F01	0.165970224972	green3	2	1.5917	5.6171
MGH53_P6_F02	0.423289129865	green3	2	1.541	7.3282
MGH53_P6_F03	-0.930411089052	red	1	0.72247	6.0833
MGH53_P6_F04	-3.08428209315	black	0	2.0898	0.9568
MGH53_P6_F05	0.351950153272	green3	2	1.7338	5.7779
MGH53_P6_F06	-0.289439433944	green3	2	1.7566	4.1779
MGH53_P6_F07	0.150453875921	green3	2	1.8588	5.1589
MGH53_P6_F08	NA	black	0	1.7562	0
MGH53_P6_F09	-0.254938570447	green3	2	0.42975	5.128
MGH53_P6_F10	-0.319165721724	green3	2	1.6225	3.6268
MGH53_P6_G01	1.70740781224	black	0	2.0711	7.0382
MGH53_P6_G02	NA	black	0	0	0
MGH53_P6_G03	0.0122449617197	green3	2	1.419	5.3965
MGH53_P6_G04	-0.598140732449	green3	2	1.9775	3.9816
MGH53_P6_G05	-0.280502394981	green3	2	0.79077	5.2922
MGH53_P6_G06	NA	black	0	2.7225	0
MGH53_P6_G07	-0.128486865327	green3	2	1.201	5.4483
MGH53_P6_G08	NA	black	0	2.3103	0
MGH53_P6_G09	0.533622673881	green3	2	1.8934	5.8007
MGH53_P6_G10	-1.945286306	black	0	0.72596	7.4069
MGH53_P6_G11	-0.314314814447	green3	2	1.1648	6.0555
MGH53_P6_H01	NA	black	0	1.1342	0
MGH53_P6_H02	1.98440193872	black	0	0.89142	1.6083
MGH53_P6_H03	-0.19471571943	green3	2	1.1499	5.5641
MGH53_P6_H04	NA	black	0	2.0858	0
MGH53_P6_H05	0.00138588296044	green3	2	0.8496	4.8928
MGH53_P6_H07	NA	black	0	1.3561	0
MGH53_P6_H09	0.180174885894	green3	2	1.0676	4.4279
MGH53_P6_H10	NA	black	0	2.518	0
MGH53_P6_H11	-0.00892936320314	green3	2	1.4125	4.117
MGH53_P7_A01	NA	black	0	0	6.0151
MGH53_P7_A02	-0.180384160406	green3	2	1.294	6.4188
MGH53_P7_A03	0.110854212249	green3	2	1.4568	6.4286
MGH53_P7_A04	-0.499476333258	green3	2	2.0881	4.2485
MGH53_P7_A05	-0.722482434845	green3	2	1.0412	6.6486
MGH53_P7_A06	1.2248474259	black	0	2.1622	6.2454
MGH53_P7_A07	0.058254487238	green3	2	1.0531	4.7475
MGH53_P7_A09	NA	black	0	1.6938	0
MGH53_P7_A11	-0.316047018493	green3	2	1.1827	6.1619
MGH53_P7_A12	-4.82510591238	black	0	3.3156	2.6774
MGH53_P7_B01	NA	black	0	0	6.2413
MGH53_P7_B02	0.506080206114	green3	2	1.6745	6.4367
MGH53_P7_B03	-0.00850700709304	green3	2	1.3323	4.9951
MGH53_P7_B04	0.498091163214	green3	2	0.88206	4.0727
MGH53_P7_B05	2.05685059977	black	0	0.8213	1.8906
MGH53_P7_B06	0.0108801170765	green3	2	1.4287	5.2003
MGH53_P7_B07	0.288942805527	green3	2	1.8528	5.4239
MGH53_P7_B08	0.275693913393	green3	2	2.3016	5.1327
MGH53_P7_B10	0.0310412401489	green3	2	1.3578	4.2831
MGH53_P7_B11	NA	black	0	1.5316	0
MGH53_P7_B12	-0.00707347436658	green3	2	1.3426	4.9929
MGH53_P7_C01	0.298489247784	green3	2	1.7664	5.5749
MGH53_P7_C02	-0.0176614570235	green3	2	1.4631	4.6409
MGH53_P7_C03	NA	black	0	0	4.6312
MGH53_P7_C04	0.110072548527	green3	2	1.6069	5.3359
MGH53_P7_C05	-0.867849898369	green3	2	1.787	2.9205
MGH53_P7_C06	-0.046991960245	green3	2	0.58496	4.949
MGH53_P7_C07	NA	black	0	0.50792	0
MGH53_P7_C09	-0.430533470737	green3	2	1.1674	6.5153
MGH53_P7_C11	-0.0780757440001	green3	2	1.0286	5.0727
MGH53_P7_C12	NA	black	0	0	6.1293
MGH53_P7_D01	NA	black	0	0	4.7348
MGH53_P7_D02	NA	black	0	0	0
MGH53_P7_D03	NA	black	0	1.1865	0
MGH53_P7_D04	NA	black	0	0.9501	0
MGH53_P7_D05	NA	black	0	0	0
MGH53_P7_D06	0.427001319643	green3	2	1.7198	6.0143
MGH53_P7_D07	NA	black	0	2.5445	0
MGH53_P7_D10	0.660315677525	green3	2	1.7634	6.4196
MGH53_P7_D11	-0.183662633765	green3	2	1.9057	4.5644
MGH53_P7_D12	NA	black	0	0	6.1801
MGH53_P7_E01	0.483992726421	green3	2	1.5979	6.917
MGH53_P7_E02	NA	black	0	0	0
MGH53_P7_E03	-1.53058077941	black	0	0.73118	6.8819
MGH53_P7_E04	-3.06107944558	black	0	2.0959	1.0222
MGH53_P7_E05	-0.514423215865	green3	2	1.9452	4.0619
MGH53_P7_E06	NA	black	0	1.6337	0
MGH53_P7_E07	-0.483601770512	green3	2	0.95308	5.8287
MGH53_P7_E08	0.258922970118	green3	2	0.90612	4.4451
MGH53_P7_E09	-1.73705719327	black	0	1.8516	1.4895
MGH53_P7_E10	-0.200828602204	green3	2	1.0902	5.4507
MGH53_P7_E11	-0.227675192212	green3	2	0.79494	5.2196
MGH53_P7_E12	0.401950348859	green3	2	1.334	0.55876
MGH53_P7_F01	-0.940205794143	red	1	0.90458	6.5416
MGH53_P7_F02	-0.0575659861316	green3	2	1.5792	4.6052
MGH53_P7_F04	0.455553254298	green3	2	1.6239	6.5884
MGH53_P7_F05	-0.0770746467195	green3	2	1.7617	4.6961
MGH53_P7_F06	1.23256029943	black	0	2.6069	5.7407
MGH53_P7_F08	-0.611825307459	green3	2	0.848	5.8522
MGH53_P7_F09	-0.165116482089	green3	2	1.9738	4.6283
MGH53_P7_F10	-0.72654075466	green3	2	0.74244	5.8502
MGH53_P7_F11	0.0513539310991	green3	2	1.2827	4.5156
MGH53_P7_F12	0.53860622441	green3	2	1.6494	6.6948
MGH53_P7_G01	-0.515555927469	green3	2	2.667	4.514
MGH53_P7_G03	NA	black	0	0	0
MGH53_P7_G04	0.386013499575	green3	2	1.6808	6.0463
MGH53_P7_G05	-0.313852324573	green3	2	1.1017	5.803
MGH53_P7_G06	-0.587047961451	green3	2	0.55974	5.5014
MGH53_P7_G07	-0.0841324267282	green3	2	0.91991	5.0444
MGH53_P7_G08	3.64428603411	black	0	2.5828	7.496
MGH53_P7_G09	NA	black	0	2.0542	0
MGH53_P7_G10	0.196942555503	green3	2	1.5739	5.8388
MGH53_P7_G11	0.177047629393	green3	2	0.88986	4.5968
MGH53_P7_G12	4.14891324086	black	0	0.55483	0.74244
MGH53_P7_H01	0.816474229441	green3	2	1.9579	6.1244
MGH53_P7_H02	0.665859360894	green3	2	1.7617	6.4395
MGH53_P7_H03	1.22071086066	black	0	1.9351	6.8142
MGH53_P7_H04	-0.342344026635	green3	2	1.5592	2.9607
MGH53_P7_H05	NA	black	0	0.94935	0
MGH53_P7_H06	NA	black	0	1.1434	0
MGH53_P7_H07	0.564350034157	green3	2	1.8007	6.0772
MGH53_P7_H08	-0.371622147126	green3	2	0.59741	5.2976
MGH53_P7_H10	NA	black	0	0.90997	0
MGH53_P7_H11	NA	black	0	0	5.447
MGH53_P7_H12	2.45015035952	black	0	0.39616	2.8189
MGH53_P8_A01	1.50328260656	black	0	2.1852	6.5064
MGH53_P8_A02	-1.26340834857	black	0	1.7084	1.2185
MGH53_P8_A03	-0.208142464542	green3	2	1.1814	5.7168
MGH53_P8_A04	0.173745072348	green3	2	1.2485	3.9233
MGH53_P8_A05	-0.108290121433	green3	2	1.2969	5.8155
MGH53_P8_A06	0.149025433942	green3	2	1.2073	4.2321
MGH53_P8_A07	NA	black	0	1.1388	0
MGH53_P8_A08	-0.336289843704	green3	2	0.60502	5.263
MGH53_P8_A09	0.829587711824	green3	2	2.1147	5.8662
MGH53_P8_A10	1.22156483373	black	0	1.7954	7.4794
MGH53_P8_A11	NA	black	0	2.355	0
MGH53_P8_A12	0.76610175796	green3	2	2.2618	5.6325
MGH53_P8_B03	0.0489626061485	green3	2	1.2179	4.6588
MGH53_P8_B04	-0.513468181957	green3	2	1.1795	6.9508
MGH53_P8_B08	-0.182308279466	green3	2	0.55189	5.0848
MGH53_P8_B09	NA	black	0	0.74846	0
MGH53_P8_B10	NA	black	0	0	5.2076
MGH53_P8_B11	0.305144590368	green3	2	1.0321	4.184
MGH53_P8_B12	NA	black	0	2.0878	0
MGH53_P8_C01	-0.738801849419	green3	2	0.76299	5.8976
MGH53_P8_C02	0.453237132387	green3	2	1.5529	7.308
MGH53_P8_C03	0.624014100613	green3	2	1.0335	3.4478
MGH53_P8_C04	NA	black	0	1.6173	0
MGH53_P8_C08	-1.71836639341	black	0	0.75617	7.2165
MGH53_P8_C09	-0.323403502258	green3	2	1.0881	5.7895
MGH53_P8_C10	0.219292011287	green3	2	1.2916	3.2316
MGH53_P8_C11	0.817356574507	green3	2	0.73552	3.8457
MGH53_P8_C12	NA	black	0	0	0
MGH53_P8_D01	1.35360980867	black	0	2.3791	6.0523
MGH53_P8_D02	0.916011454603	cyan	4	1.8999	6.4358
MGH53_P8_D03	2.30957509838	black	0	2.4359	6.773
MGH53_P8_D04	-0.122798815445	green3	2	0.94486	5.1254
MGH53_P8_D05	1.65120229776	black	0	2.0922	6.9046
MGH53_P8_D06	NA	black	0	0	6.7396
MGH53_P8_D07	0.119483884962	green3	2	1.2437	4.2406
MGH53_P8_D08	NA	black	0	0	7.4893
MGH53_P8_D09	NA	black	0	0	5.0063
MGH53_P8_D10	NA	black	0	2.4782	0
MGH53_P8_D11	-0.0317451201946	green3	2	1.2339	5.053
MGH53_P8_E01	NA	black	0	1.4212	0
MGH53_P8_E03	NA	black	0	0.70399	0
MGH53_P8_E04	3.16488321513	black	0	3.5449	6.1167
MGH53_P8_E05	0.703562516514	green3	2	1.7071	6.8101
MGH53_P8_E06	0.190389070051	green3	2	1.6439	5.5462
MGH53_P8_E07	0.146874898511	green3	2	1.5211	5.8985
MGH53_P8_E08	2.14774426504	black	0	0.89608	1.3115
MGH53_P8_E09	-1.16928050549	red	1	0.81639	6.6331
MGH53_P8_E10	NA	black	0	1.0909	0
MGH53_P8_E11	-0.568938027059	green3	2	0.87892	5.8376
MGH53_P8_F01	0.0679280757115	green3	2	1.4319	6.4667
MGH53_P8_F02	NA	black	0	1.1985	0
MGH53_P8_F04	-0.0597409860531	green3	2	1.5099	4.4101
MGH53_P8_F05	0.032453443458	green3	2	0.70133	4.8576
MGH53_P8_F06	-4.67350288936	black	0	2.2792	0.21661
MGH53_P8_F07	NA	black	0	2.3901	0
MGH53_P8_F08	NA	black	0	1.2308	0
MGH53_P8_F09	0.393373200491	green3	2	0.69064	4.4224
MGH53_P8_F11	NA	black	0	1.583	0
MGH53_P8_G01	NA	black	0	0	6.3753
MGH53_P8_G02	NA	black	0	1.419	0
MGH53_P8_G03	1.12609474964	cyan	4	2.4415	5.7943
MGH53_P8_G04	NA	black	0	0	5.0715
MGH53_P8_G05	-0.178255853304	green3	2	1.2612	6.0199
MGH53_P8_G06	NA	black	0	1.6045	0
MGH53_P8_G07	NA	black	0	1.434	0
MGH53_P8_G08	-0.665287728922	green3	2	0.98039	6.2688
MGH53_P8_G09	-0.852196697423	green3	2	0.68167	5.9215
MGH53_P8_G10	-1.78199802213	black	0	0.51904	6.6497
MGH53_P8_G11	0.131333410225	green3	2	1.1909	4.3543
MGH53_P8_G12	NA	black	0	0	2.3303
MGH53_P8_H01	NA	black	0	0	6.0922
MGH53_P8_H02	-0.14080202317	green3	2	1.3196	6.4923
MGH53_P8_H03	NA	black	0	1.8766	0
MGH53_P8_H04	-0.271710157864	green3	2	2.9594	4.7092
MGH53_P8_H05	NA	black	0	1.5888	0
MGH53_P8_H06	0.0105405700074	green3	2	1.8098	4.9007
MGH53_P8_H07	NA	black	0	1.6911	0
MGH53_P8_H08	-0.521090098792	green3	2	1.9986	4.1246
MGH53_P8_H09	-1.26743249423	black	0	0.60597	6.278
MGH53_P8_H10	-0.663760090996	green3	2	1.1414	7.1582
MGH53_P8_H11	0.105877156999	green3	2	1.4865	5.8981
MGH53_P8_H12	-3.03937291714	black	0	3.104	3.318
MGH53_P1_A03	0.45179572394	green3	2	0.976	3.984
MGH53_P1_A04	-0.576296273002	green3	2	0.85997	5.8163
MGH53_P1_A06	0.0133587026418	green3	2	1.3863	4.171
MGH53_P1_A07	0.0917193400133	green3	2	1.6337	5.2172
MGH53_P1_A08	-1.51082436772	black	0	0.74502	6.898
MGH53_P1_B04	NA	black	0	0.95606	0
MGH53_P1_B08	0.303932925558	green3	2	1.3391	1.2815
MGH53_P1_B09	0.0248592876267	green3	2	1.6182	4.9796
MGH53_P1_B11	0.0145825610343	green3	2	1.6785	4.9258
MGH53_P1_C03	0.0643130594952	green3	2	1.5266	5.3152
MGH53_P1_C06	0.0185244507753	green3	2	1.5588	4.9829
MGH53_P1_C09	1.05709856136	cyan	4	1.9986	6.3805
MGH53_P1_C10	0.244336270307	green3	2	1.8036	5.3966
MGH53_P1_D01	-0.328948976871	green3	2	1.9317	4.3434
MGH53_P1_D05	-0.817868136605	green3	2	2.748	4.3405
MGH53_P1_D12	-0.466633111866	green3	2	1.184	6.7984
MGH53_P1_E09	-0.872340672717	green3	2	0.51803	5.7529
MGH53_P1_E12	-1.2042996236	black	0	1.8711	2.6471
MGH53_P12_A01	-0.02165930236	green3	2	1.2357	5.0018
MGH53_P12_A02	NA	black	0	1.8432	0
MGH53_P12_A03	-0.863458497617	green3	2	0.96421	6.6166
MGH53_P12_A04	-0.612293998669	green3	2	1.0552	6.4387
MGH53_P12_A05	-0.537431447376	green3	2	1.5777	2.1483
MGH53_P12_A06	-0.911007091093	red	1	0.59359	5.8735
MGH53_P12_A08	0.63855187967	green3	2	1.9996	5.7858
MGH53_P12_A09	-0.34878004923	green3	2	1.1506	6.1097
MGH53_P12_A10	NA	black	0	1.4657	0
MGH53_P12_A11	-0.180751294597	green3	2	1.2756	6.1777
MGH53_P12_A12	-0.0751829183547	green3	2	1.1137	5.1165
MGH53_P12_B01	0.167245639887	green3	2	0.82863	4.6443
MGH53_P12_B02	0.103864984212	green3	2	1.6229	5.2798
MGH53_P12_B03	2.17110063142	black	0	0.52707	2.7797
MGH53_P12_B04	NA	black	0	1.3674	0
MGH53_P12_B05	NA	black	0	0	6.6195
MGH53_P12_B06	-0.0477499710653	green3	2	1.3443	5.6558
MGH53_P12_B07	0.52126766433	green3	2	1.6397	6.7057
MGH53_P12_B08	0.631403878334	green3	2	1.8012	6.2165
MGH53_P12_B09	0.0024866336752	green3	2	1.4163	5.0136
MGH53_P12_B11	NA	black	0	0	5.1216
MGH53_P12_B12	NA	black	0	1.6402	0
MGH53_P12_C01	-0.897750781216	green3	2	0.90458	6.4664
MGH53_P12_C02	0.0700772044635	green3	2	1.4404	6.2331
MGH53_P12_C03	0.00893006183567	green3	2	1.4367	5.0906
MGH53_P12_C04	NA	black	0	1.3718	0
MGH53_P12_C05	0.122724156191	green3	2	1.4362	7.2911
MGH53_P12_C06	-0.227252829606	green3	2	0.7891	5.216
MGH53_P12_C07	0.0446338595701	green3	2	1.0888	4.7679
MGH53_P12_C08	NA	black	0	0	5.6606
MGH53_P12_C09	0.654439050728	green3	2	0.38626	4.3492
MGH53_P12_C10	-0.088981035168	green3	2	1.1821	5.2417
MGH53_P12_C11	NA	black	0	1.4351	0
MGH53_P12_C12	2.96396768253	black	0	0.83673	0.47923
MGH53_P12_D01	0.00388272691521	green3	2	1.406	2.5756
MGH53_P12_D02	-0.956576145836	red	1	1.8695	3.1057
MGH53_P12_D03	-0.261640769451	green3	2	2.0694	4.5379
MGH53_P12_D04	0.592086822989	green3	2	1.9165	5.8556
MGH53_P12_D05	NA	black	0	2.6814	0
MGH53_P12_D06	NA	black	0	2.0402	0
MGH53_P12_D07	NA	black	0	0.75018	0
MGH53_P12_D08	-0.0651631068694	green3	2	1.3109	5.5295
MGH53_P12_D09	1.56447926649	black	0	3.2726	5.5715
MGH53_P12_D10	-0.720484561447	green3	2	0.8984	6.1376
MGH53_P12_D11	0.118203565255	green3	2	1.3929	0.25338
MGH53_P12_D12	NA	black	0	0.6663	0
MGH53_P12_E01	-0.0222710648903	green3	2	1.3414	5.2186
MGH53_P12_E02	0.0268896584916	green3	2	1.4849	5.1536
MGH53_P12_E03	NA	black	0	1.5455	0
MGH53_P12_E04	-2.26484751072	black	0	0.58111	7.2988
MGH53_P12_E05	0.451443305165	green3	2	1.6415	6.4548
MGH53_P12_E06	NA	black	0	0.86394	0
MGH53_P12_E07	-0.135700776329	green3	2	1.2259	5.5661
MGH53_P12_E08	-0.221983753894	green3	2	0.57628	5.1313
MGH53_P12_E09	-0.429839230438	green3	2	0.72509	5.4455
MGH53_P12_E10	-0.039333924053	green3	2	1.4709	4.3968
MGH53_P12_E12	0.202589881942	green3	2	0.37407	4.7335
MGH53_P12_F01	0.484665330559	green3	2	1.1204	3.4263
MGH53_P12_F02	NA	black	0	1.7	0
MGH53_P12_F03	0.984807743264	cyan	4	0.91303	3.1762
MGH53_P12_F04	0.51103221151	green3	2	1.6785	6.4298
MGH53_P12_F06	-0.335828485136	green3	2	1.8205	4.1888
MGH53_P12_F07	NA	black	0	1.648	0
MGH53_P12_F08	-0.594407622685	green3	2	0.88986	5.9013
MGH53_P12_F09	-0.138732980636	green3	2	1.2558	5.7296
MGH53_P12_F10	-0.34376592222	green3	2	0.92903	5.5231
MGH53_P12_F11	-0.038528912252	green3	2	1.4494	4.1821
MGH53_P12_F12	2.04355364346	black	0	1.0093	0.54794
MGH53_P12_G01	-1.88603019727	black	0	2.2425	2.9332
MGH53_P12_G03	-1.35223957188	black	0	0.81147	6.8911
MGH53_P12_G04	-2.39928182243	black	0	2.0086	1.4228
MGH53_P12_G07	NA	black	0	2.0649	0
MGH53_P12_G08	0.0342507776239	green3	2	1.2191	4.7266
MGH53_P12_G09	0.31099271769	green3	2	2.0061	5.315
MGH53_P12_G10	0.0199060310473	green3	2	1.4179	5.7192
MGH53_P12_G11	-1.0192435977	red	1	0.52907	5.9095
MGH53_P12_G12	-0.0255414384082	green3	2	1.4885	4.6338
MGH53_P12_H01	0.350030296742	green3	2	0.99856	4.1481
MGH53_P12_H02	NA	black	0	1.4244	0
MGH53_P12_H03	-0.256333672397	green3	2	1.0264	5.4841
MGH53_P12_H04	0.1522567396	green3	2	0.94261	4.6081
MGH53_P12_H05	-0.0421527714422	green3	2	1.2116	5.0815
MGH53_P12_H06	-1.01429710194	red	1	0.71458	6.176
MGH53_P12_H07	0.105295761081	green3	2	1.472	6.0782
MGH53_P12_H08	0.0433569460596	green3	2	1.1512	4.7405
MGH53_P12_H09	-0.153401850714	green3	2	2.109	4.6875
MGH53_P12_H10	-1.0627626764	red	1	0.52306	5.9456
MGH53_P12_H11	0.457680855425	green3	2	0.92296	4.0743
MGH53_P12_H12	0.20221117944	green3	2	1.3098	3.0786
MGH53_P2_A09	0.16253468464	green3	2	1.0656	4.4756
MGH53_P2_A11	0.465959944735	green3	2	1.8233	5.8173
MGH53_P2_A12	-0.387258852744	green3	2	1.0745	5.9232
MGH53_P2_B05	-0.116113451191	green3	2	1.5509	4.2124
MGH53_P2_B07	NA	black	0	2.8347	0
MGH53_P2_B09	-0.0100044119366	green3	2	1.6154	4.842
MGH53_P2_B10	0.648346029466	green3	2	1.7031	6.684
MGH53_P2_C01	-0.634171782756	green3	2	1.0813	6.6303
MGH53_P2_C02	-0.171477178213	green3	2	0.84157	5.1592
MGH53_P2_C03	-0.0114670572433	green3	2	1.3465	5.0724
MGH53_P2_C07	NA	black	0	2.3693	0
MGH53_P2_C09	-2.50213245678	black	0	2.1836	2.0959
MGH53_P2_D01	-0.0538484457076	green3	2	1.4346	3.3188
MGH53_P2_D02	-0.12084979149	green3	2	1.2987	5.9466
MGH53_P2_D07	NA	black	0	2.2887	0
MGH53_P2_D08	NA	black	0	1.6003	0
MGH53_P2_D12	0.211151645107	green3	2	0.60502	4.6712
MGH53_P2_E04	1.27819630854	black	0	1.0559	1.7887
MGH53_P2_E10	0.658618076422	green3	2	1.9214	5.9547
MGH53_P2_F02	-0.666948053507	green3	2	1.9054	3.7351
MGH53_P2_F03	0.0315527388519	green3	2	1.6439	4.9924
MGH53_P2_F04	0.405666757099	green3	2	1.1916	3.2584
MGH53_P2_F05	NA	black	0	2.2141	0
MGH53_P2_G02	0.968508875511	cyan	4	1.7974	6.9388
MGH53_P2_G07	NA	black	0	2.0666	0
MGH53_P2_H01	1.04285611271	cyan	4	1.8315	6.9239
MGH53_P10_A01	NA	black	0	1.2406	0
MGH53_P10_A02	2.29438752049	black	0	0.64339	2.3205
MGH53_P10_A03	0.144422857251	green3	2	1.2857	3.834
MGH53_P10_A04	0.269815102583	green3	2	1.3028	2.6661
MGH53_P10_A05	NA	black	0	1.4936	0
MGH53_P10_A06	1.27391610253	black	0	1.9594	6.8114
MGH53_P10_A07	0.0657814902483	green3	2	1.4324	6.4043
MGH53_P10_A08	-0.683209229715	green3	2	0.51904	5.5684
MGH53_P10_A09	0.0464699761955	green3	2	0.58111	4.8508
MGH53_P10_A10	NA	black	0	1.7803	0
MGH53_P10_A11	-0.0700433817362	green3	2	1.364	6.9216
MGH53_P10_A12	NA	black	0	0.56755	0
MGH53_P10_B01	NA	black	0	0.4489	0
MGH53_P10_B02	-0.84737136412	green3	2	0.58304	5.7936
MGH53_P10_B03	NA	black	0	0	6.1997
MGH53_P10_B04	-0.59924423597	green3	2	1.6201	2.4565
MGH53_P10_B05	NA	black	0	0.92067	0
MGH53_P10_B06	NA	black	0	0.75702	0
MGH53_P10_B07	0.000263601221672	green3	2	1.4098	4.9085
MGH53_P10_B08	-0.258571356311	green3	2	1.8903	4.4229
MGH53_P10_B09	-0.171752863252	green3	2	1.2412	5.8348
MGH53_P10_B10	-0.778237907613	green3	2	1.0136	6.6475
MGH53_P10_B11	0.0291901346557	green3	2	1.4114	6.4272
MGH53_P10_B12	-0.162575204244	green3	2	0.88362	5.1652
MGH53_P10_C01	NA	black	0	1.3334	0
MGH53_P10_C02	-0.769606248846	green3	2	0.46884	5.6132
MGH53_P10_C03	-0.527000536441	green3	2	0.86076	5.7383
MGH53_P10_C04	0.0160272819877	green3	2	2.0769	4.8944
MGH53_P10_C05	-1.07372937681	red	1	0.96717	7.0586
MGH53_P10_C06	0.0382184234709	green3	2	1.3646	4.0272
MGH53_P10_C07	NA	black	0	1.7159	0
MGH53_P10_C08	NA	black	0	1.6964	0
MGH53_P10_C09	NA	black	0	0	6.2085
MGH53_P10_C10	-0.1269422195	green3	2	1.4478	2.069
MGH53_P10_C11	-0.230419848783	green3	2	0.99639	5.3846
MGH53_P10_C12	2.63862893168	black	0	0.8984	0.49262
MGH53_P10_D01	0.0312930833544	green3	2	0.6332	4.8636
MGH53_P10_D02	-0.656828822865	green3	2	0.96791	6.2113
MGH53_P10_D03	-0.12911374413	green3	2	0.98696	5.1616
MGH53_P10_D04	-0.229408941082	green3	2	1.2228	6.0233
MGH53_P10_D05	0.610034607854	green3	2	1.1738	2.6443
MGH53_P10_D06	0.566688736654	green3	2	2.0645	5.6043
MGH53_P10_D07	-0.109167912003	green3	2	1.9146	4.6944
MGH53_P10_D08	NA	black	0	1.708	0
MGH53_P10_D09	0.916145410232	cyan	4	1.0186	2.8633
MGH53_P10_D12	-1.03591554204	red	1	0.81065	6.418
MGH53_P10_E01	-1.78325560332	black	0	0.50995	6.633
MGH53_P10_E03	1.63496829033	black	0	0.90843	2.0871
MGH53_P10_E04	NA	black	0	1.2957	0
MGH53_P10_E05	-0.0947257457894	green3	2	1.3408	6.3796
MGH53_P10_E06	-0.000766657108161	green3	2	1.54	4.8785
MGH53_P10_E07	-0.298035559851	green3	2	1.0969	5.7427
MGH53_P10_E08	NA	black	0	1.4044	0
MGH53_P10_E09	-0.126487740454	green3	2	0.90227	5.1126
MGH53_P10_E10	0.0719790747357	green3	2	1.7066	5.0816
MGH53_P10_E11	2.29276059375	black	0	0.92067	0.88753
MGH53_P10_E12	-2.70936010311	black	0	2.0783	1.3818
MGH53_P10_F01	NA	black	0	0.74244	0
MGH53_P10_F02	-0.564814567329	green3	2	0.23389	5.3221
MGH53_P10_F03	-0.840472366295	green3	2	0.81721	6.1427
MGH53_P10_F04	NA	black	0	0	4.8487
MGH53_P10_F05	1.1941101156	black	0	0.83754	3.09
MGH53_P10_F06	-0.74184397585	green3	2	0.54003	5.6433
MGH53_P10_F07	NA	black	0	0	5.6553
MGH53_P10_F08	-0.454305199638	green3	2	0.77989	5.5274
MGH53_P10_F09	NA	black	0	0.90689	0
MGH53_P10_F10	-0.350859343495	green3	2	0.88049	5.4765
MGH53_P10_F12	0.173010477014	green3	2	0.59837	4.714
