Cell_name	Zvalue	Color	Cluster	POU5F1	THY1
MGH54_P7_B05	NA	black	0	0.98039	0
MGH54_P7_B06	0.684411600363	green3	2	2.3926	5.46
MGH54_P7_B07	NA	black	0	1.3929	0
MGH54_P7_B08	0.252544736197	green3	2	1.8148	5.3994
MGH54_P7_B09	-2.03215382273	black	0	1.8032	0.38184
MGH54_P7_B10	-0.422446090081	green3	2	1.1276	6.2434
MGH54_P7_B12	-2.82074624182	black	0	1.9535	0.37407
MGH54_P7_C01	NA	black	0	1.7018	0
MGH54_P7_C03	NA	black	0	0.66084	0
MGH54_P7_C04	NA	black	0	0.69332	0
MGH54_P7_C05	NA	black	0	0.54498	0
MGH54_P7_C06	NA	black	0	1.782	0
MGH54_P7_C07	-0.330610181233	green3	2	1.1177	5.9077
MGH54_P7_C08	0.183960498718	green3	2	1.6262	5.5736
MGH54_P7_C09	0.0098659048048	green3	2	1.4478	5.0602
MGH54_P7_C10	-0.403677429701	green3	2	1.614	3.2199
MGH54_P7_C11	-0.0266294338247	green3	2	1.539	4.718
MGH54_P7_C12	NA	black	0	1.636	0
MGH54_P7_D01	NA	black	0	2.4568	0
MGH54_P7_D02	0.138781661418	green3	2	1.547	5.6804
MGH54_P7_D03	1.28867528248	black	0	2.3468	6.0344
MGH54_P7_D04	3.80102910467	black	0	0.36177	1.7853
MGH54_P7_D05	1.86561686776	black	0	0.80405	2.2434
MGH54_P7_D06	0.637898632086	green3	2	2.2815	5.4909
MGH54_P7_D08	NA	black	0	1.3098	0
MGH54_P7_D11	NA	black	0	0	6.1951
MGH54_P7_D12	-0.959118388523	red	1	0.58304	5.912
MGH54_P7_E01	-0.709285464988	green3	2	1.1117	7.0556
MGH54_P7_E02	-0.30513703186	green3	2	1.0902	5.7441
MGH54_P7_E03	NA	black	0	0.8504	0
MGH54_P7_E04	NA	black	0	1.7106	0
MGH54_P7_E05	-0.644334561101	green3	2	1.9723	3.9034
MGH54_P7_E06	NA	black	0	0.52105	0
MGH54_P7_E08	-1.38064994412	black	0	2.1919	3.3649
MGH54_P7_E09	NA	black	0	1.1738	0
MGH54_P7_E10	-2.1549393295	black	0	1.959	1.4962
MGH54_P7_E11	0.0107740686225	green3	2	1.6649	4.916
MGH54_P7_E12	2.91569047061	black	0	2.6633	6.8384
MGH54_P7_F01	NA	black	0	2.0126	0
MGH54_P7_F02	-0.0752980574254	green3	2	1.5763	4.5132
MGH54_P7_F03	-0.383650084493	green3	2	2.7457	4.6175
MGH54_P7_F04	NA	black	0	1.148	0
MGH54_P7_F05	NA	black	0	2.4139	0
MGH54_P7_F06	0.988784936752	cyan	4	1.8335	6.8105
MGH54_P7_F08	-1.44090999746	black	0	0.87971	7.3097
MGH54_P7_F10	NA	black	0	0.81885	0
MGH54_P7_F11	-0.796717910826	green3	2	1.0022	6.637
MGH54_P7_G01	-1.08225066092	red	1	0.66357	6.1675
MGH54_P7_G02	-1.2715418493	black	0	0.87814	7.0152
MGH54_P7_G03	0.236356916828	green3	2	1.4942	6.9026
MGH54_P7_G04	0.0880127161062	green3	2	1.4777	5.8217
MGH54_P7_G06	NA	black	0	2.4476	0
MGH54_P7_G07	NA	black	0	2.1104	0
MGH54_P7_G08	NA	black	0	1.7617	0
MGH54_P7_G09	-0.771611204104	green3	2	1.8568	3.4116
MGH54_P7_G10	NA	black	0	1.4621	0
MGH54_P7_G11	NA	black	0	1.037	0
MGH54_P7_H01	NA	black	0	1.308	0
MGH54_P7_H02	-2.97034363636	black	0	2.3646	2.1982
MGH54_P7_H04	0.26479503903	green3	2	1.5479	6.3735
MGH54_P7_H05	-0.735183617027	green3	2	0.94186	6.2851
MGH54_P7_H09	NA	black	0	2.6586	0
MGH54_P7_H10	NA	black	0	1.4255	0
MGH54_P8_A01	NA	black	0	1.7954	0
MGH54_P8_A06	0.843983000784	green3	2	1.8246	6.5647
MGH54_P8_A07	0.478545736783	green3	2	1.7807	5.9493
MGH54_P8_A09	0.555536300099	green3	2	1.9767	5.6995
MGH54_P8_A10	NA	black	0	2.5768	0
MGH54_P8_A11	0.50098329767	green3	2	2.0458	5.5388
MGH54_P8_A12	-0.0115172956697	green3	2	1.1003	4.9237
MGH54_P8_B01	-1.64208893491	black	0	0.65352	6.8038
MGH54_P8_B02	0.0330078877804	green3	2	1.4244	5.9117
MGH54_P8_B04	0.0986672029207	green3	2	1.4704	6.0296
MGH54_P8_B08	0.967870849941	cyan	4	1.9819	6.2936
MGH54_P8_B09	NA	black	0	2.1473	0
MGH54_P8_B12	NA	black	0	0.98331	0
MGH54_P8_C02	NA	black	0	1.9638	0
MGH54_P8_C04	NA	black	0	1.105	0
MGH54_P8_C06	1.16295937608	black	0	1.0875	1.7912
MGH54_P8_C07	0.106644934052	green3	2	1.0983	4.5882
MGH54_P8_C09	NA	black	0	1.037	0
MGH54_P8_C12	NA	black	0	2.1632	0
MGH54_P8_D01	NA	black	0	2.0183	0
MGH54_P8_D03	NA	black	0	1.0129	0
MGH54_P8_D04	0.350698302461	green3	2	1.5291	7.097
MGH54_P8_D05	-0.129566486389	green3	2	0.99711	5.1692
MGH54_P8_D06	-0.373963353398	green3	2	1.184	6.4101
MGH54_P8_D07	0.237674561715	green3	2	1.5311	6.3862
MGH54_P8_D08	-2.81469480919	black	0	1.9245	0.12035
MGH54_P8_D10	0.852103590853	green3	2	2.0898	5.9299
MGH54_P8_D11	-0.337323640584	green3	2	1.1718	6.1821
MGH54_P8_D12	1.8577800621	black	0	2.0642	7.2509
MGH54_P8_E01	-0.79582688389	green3	2	0.8496	6.1459
MGH54_P8_E04	NA	black	0	1.6411	0
MGH54_P8_E05	NA	black	0	2.129	0
MGH54_P8_E07	NA	black	0	1.0915	0
MGH54_P8_E08	NA	black	0	1.4563	0
MGH54_P8_E10	-0.0481171576861	green3	2	1.3623	6.1065
MGH54_P8_F01	0.593805140811	green3	2	1.6526	6.8521
MGH54_P8_F02	NA	black	0	1.6722	0
MGH54_P8_F04	0.686080060313	green3	2	0.6173	4.1483
MGH54_P8_F05	NA	black	0	0.99422	0
MGH54_P8_F06	0.130467976809	green3	2	1.6677	5.2976
MGH54_P8_F08	0.846235014001	green3	2	1.7774	6.7753
MGH54_P8_F09	NA	black	0	1.8789	0
MGH54_P8_F10	NA	black	0	1.6844	0
MGH54_P8_F11	-0.0196851858358	green3	2	1.3179	5.0944
MGH54_P8_F12	0.0444203349176	green3	2	1.4704	5.414
MGH54_P8_G01	2.69743134445	black	0	2.5	6.962
MGH54_P8_G03	0.598056569052	green3	2	2.0614	5.6482
MGH54_P8_G04	-0.656446571038	green3	2	0.68167	5.6855
MGH54_P8_G05	NA	black	0	1.729	0
MGH54_P8_G06	1.55786576104	black	0	0.94785	1.992
MGH54_P8_G07	0.69157139132	green3	2	2.6385	5.3438
MGH54_P8_G08	-4.5142286455	black	0	2.3499	0.72247
MGH54_P8_G09	NA	black	0	2.0583	0
MGH54_P8_G10	NA	black	0	1.9771	0
MGH54_P8_G11	NA	black	0	1.6563	0
MGH54_P8_G12	NA	black	0	1.8036	0
MGH54_P8_H01	0.0901857395986	green3	2	1.6535	5.1857
MGH54_P8_H03	NA	black	0	1.7329	0
MGH54_P8_H04	0.679769568033	green3	2	1.7207	6.6694
MGH54_P8_H06	NA	black	0	1.6586	0
MGH54_P8_H07	0.41242099183	green3	2	1.792	5.7761
MGH54_P8_H08	-1.70809211199	black	0	1.7281	0.18523
MGH54_P8_H10	0.0892041173664	green3	2	1.5079	5.5798
MGH54_P8_H12	NA	black	0	1.9486	0
MGH54_P10_A01	0.281923518771	green3	2	1.8675	5.3938
MGH54_P10_A02	-4.74439837737	black	0	2.3074	0.29631
MGH54_P10_A03	-0.230940671305	green3	2	1.7463	4.3038
MGH54_P10_A04	-0.227218673836	green3	2	1.7472	4.3146
MGH54_P10_A05	-0.88739865686	green3	2	2.2857	4.007
MGH54_P10_A06	2.11248554233	black	0	2.158	7.2442
MGH54_P10_A07	0.228208249631	green3	2	2.1941	5.1187
MGH54_P10_A09	-0.33627713774	green3	2	1.7553	4.0605
MGH54_P10_A10	0.0170091962166	green3	2	1.4049	6.3971
MGH54_P10_A11	NA	black	0	0	0
MGH54_P10_A12	NA	black	0	2.8049	0
MGH54_P10_B01	NA	black	0	2.2425	0
MGH54_P10_B02	-0.0917677443056	green3	2	1.3494	6.6351
MGH54_P10_B03	0.0720363831235	green3	2	1.5763	5.2314
MGH54_P10_B05	-0.0887260280749	green3	2	1.9946	4.7472
MGH54_P10_B06	0.0497788745112	green3	2	1.4125	7.0833
MGH54_P10_B07	-0.723221225451	green3	2	0.92676	6.218
MGH54_P10_B08	NA	black	0	2.9326	0
MGH54_P10_B09	0.0628879067319	green3	2	1.4351	6.2554
MGH54_P10_B10	0.135213227087	green3	2	2.1855	5.02
MGH54_P10_B11	0.626886028105	green3	2	2.8028	5.2455
MGH54_P10_B12	NA	black	0	0	4.8914
MGH54_P10_C01	-0.362427904708	green3	2	1.184	6.3621
MGH54_P10_C02	-0.0430788516173	green3	2	1.1928	5.0681
MGH54_P10_C03	0.828721358474	green3	2	1.7786	6.7309
MGH54_P10_C04	0.191227031754	green3	2	0.76384	4.6386
MGH54_P10_C05	2.13930219468	black	0	2.7592	6.2112
MGH54_P10_C07	-2.1675383529	black	0	0.66357	7.4559
MGH54_P10_C08	-1.06905272105	red	1	0.93055	6.8765
MGH54_P10_C09	-0.217758039261	green3	2	2.2305	4.646
MGH54_P10_C10	1.04661746933	cyan	4	2.123	6.1102
MGH54_P10_C11	NA	black	0	1.873	0
MGH54_P10_C12	NA	black	0	1.8714	0
MGH54_P10_D01	NA	black	0	1.722	0
MGH54_P10_D02	0.469256570941	green3	2	1.3033	1.1731
MGH54_P10_D03	NA	black	0	2.6751	0
MGH54_P10_D04	0.155100797531	green3	2	1.5054	6.1033
MGH54_P10_D05	NA	black	0	1.7416	0
MGH54_P10_D06	NA	black	0	2.3951	0
MGH54_P10_D07	NA	black	0	0	0
MGH54_P10_D09	-0.637816203662	green3	2	1.0236	6.3657
MGH54_P10_D10	-0.137918082318	green3	2	1.3294	6.7143
MGH54_P10_D11	-0.22178938895	green3	2	1.7459	4.3261
MGH54_P10_D12	0.538217138496	green3	2	1.6982	6.4062
MGH54_P10_E01	NA	black	0	2.3103	0
MGH54_P10_E02	-0.151630444085	green3	2	1.2945	6.1709
MGH54_P10_E03	0.751809298214	green3	2	2.2403	5.6377
MGH54_P10_E04	NA	black	0	2.5651	0
MGH54_P10_E05	-1.63009649097	black	0	2.4244	3.4948
MGH54_P10_E06	0.0180488471408	green3	2	0.90766	4.8625
MGH54_P10_E07	-0.411807402164	green3	2	1.0201	5.8303
MGH54_P10_E08	0.367944970842	green3	2	1.7744	5.7174
MGH54_P10_E09	NA	black	0	1.5955	0
MGH54_P10_E10	-3.68331793221	black	0	2.5993	2.2054
MGH54_P10_E11	0.602316836099	green3	2	1.7974	6.1675
MGH54_P10_E12	-0.228052514692	green3	2	1.2191	5.9925
MGH54_P10_F01	NA	black	0	0	4.3464
MGH54_P10_F02	NA	black	0	0	0
MGH54_P10_F03	0.357827382531	green3	2	1.1712	3.5709
MGH54_P10_F04	1.84398214618	black	0	2.2558	6.71
MGH54_P10_F05	NA	black	0	2.0233	0
MGH54_P10_F06	0.00635491214855	green3	2	1.3752	4.6724
MGH54_P10_F08	-0.161077712935	green3	2	1.4998	3.4289
MGH54_P10_F09	0.0386005968587	green3	2	1.2129	4.7122
MGH54_P10_F10	-2.90036492843	black	0	2.0468	0.94111
MGH54_P10_F11	-0.197320324476	green3	2	1.0786	5.421
MGH54_P10_F12	NA	black	0	2.0659	0
MGH54_P10_G01	-0.509956107938	green3	2	1.5602	1.9778
MGH54_P10_G02	0.146070315354	green3	2	1.629	5.4255
MGH54_P10_G03	-1.48932059481	black	0	0.78157	6.9877
MGH54_P10_G05	NA	black	0	0.75873	0
MGH54_P10_G06	0.567119920511	green3	2	1.7115	6.4201
MGH54_P10_G07	-0.492443114284	green3	2	0.89685	5.7392
MGH54_P10_G09	0.119853591038	green3	2	1.4457	6.8661
MGH54_P10_G10	NA	black	0	2.7583	0
MGH54_P10_G11	0.0583897470305	green3	2	1.5256	5.2789
MGH54_P10_G12	NA	black	0	1.2851	0
MGH54_P10_H02	-1.84909456054	black	0	1.7887	0.63877
MGH54_P10_H03	-0.635436109971	green3	2	0.85599	5.904
MGH54_P10_H04	0.778888379306	green3	2	1.8012	6.5251
MGH54_P10_H05	NA	black	0	1.9657	0
MGH54_P10_H06	NA	black	0	1.6211	0
MGH54_P10_H07	NA	black	0	1.4849	0
MGH54_P10_H08	-1.41684192254	black	0	0.76129	6.8207
MGH54_P10_H09	0.0535480567961	green3	2	1.4594	5.6297
MGH54_P10_H10	0.650771201122	green3	2	1.8906	6.0084
MGH54_P10_H11	-0.937099137488	red	1	1.5936	0.38294
MGH54_P10_H12	NA	black	0	1.1577	0
MGH54_P11_A01	0.0796038716189	green3	2	1.0731	4.6825
MGH54_P11_A02	NA	black	0	0.82619	0
MGH54_P11_A03	0.0243211540534	green3	2	1.3923	3.2698
MGH54_P11_A04	-1.57656685089	black	0	2.125	2.989
MGH54_P11_A05	NA	black	0	2.3813	0
MGH54_P11_A06	NA	black	0	1.8754	0
MGH54_P11_A08	NA	black	0	2.7893	0
MGH54_P11_A09	-0.311138885659	green3	2	0.91915	5.4515
MGH54_P11_A10	NA	black	0	1.8976	0
MGH54_P11_A11	0.136503436303	green3	2	1.2642	4.0419
MGH54_P11_A12	-0.00163151955322	green3	2	1.3945	6.322
MGH54_P11_B01	-0.0529181761001	green3	2	1.4849	4.3372
MGH54_P11_B02	NA	black	0	1.461	0
MGH54_P11_B03	2.67245960008	black	0	2.371	7.2167
MGH54_P11_B04	-2.27220541	black	0	1.9583	1.3033
MGH54_P11_B05	1.46428856535	black	0	0.70929	3.0912
MGH54_P11_B06	-0.210936799167	green3	2	1.1821	5.7308
MGH54_P11_B08	2.26093665004	black	0	2.4699	6.6739
MGH54_P11_B09	0.496109461166	green3	2	2.1157	5.4673
MGH54_P11_B10	0.151292584596	green3	2	1.7299	5.2724
MGH54_P11_B11	0.126986904659	green3	2	1.2154	4.3041
MGH54_P11_B12	1.56583509214	black	0	0.76469	2.801
MGH54_P11_C01	0.333468103212	green3	2	2.2144	5.223
MGH54_P11_C02	0.083311594077	green3	2	1.3248	3.9718
MGH54_P11_C03	-0.650353797381	green3	2	1.8961	3.7427
MGH54_P11_C04	-0.269685865611	green3	2	1.1355	5.775
MGH54_P11_C05	NA	black	0	0.83026	0
MGH54_P11_C06	0.499269375308	green3	2	1.0108	3.8004
MGH54_P11_C07	-0.0927637516994	green3	2	1.5768	4.4281
MGH54_P11_C08	-0.033337839586	green3	2	1.5489	4.6899
MGH54_P11_C09	-1.47706668501	black	0	0.25338	6.0155
MGH54_P11_C10	0.168797354946	green3	2	1.0419	4.4884
MGH54_P11_C12	0.0191092321485	green3	2	2.2482	4.8905
MGH54_P11_D01	NA	black	0	2.419	0
MGH54_P11_D02	NA	black	0	0	5.8991
MGH54_P11_D03	NA	black	0	0	6.5995
MGH54_P11_D04	-0.126363862723	green3	2	0.88362	5.1048
MGH54_P11_D05	0.0908771838376	green3	2	1.5155	5.5475
MGH54_P11_D06	NA	black	0	3.3585	0
MGH54_P11_D07	0.627894067407	green3	2	1.9786	5.8032
MGH54_P11_D08	0.152932755555	green3	2	1.6521	5.399
MGH54_P11_D09	-0.0552326064298	green3	2	1.0614	5.0316
MGH54_P11_D10	-0.093252713782	green3	2	0.92067	5.061
MGH54_P11_D11	-0.360396881117	green3	2	1.0193	5.7106
MGH54_P11_D12	NA	black	0	0	6.1363
MGH54_P11_E01	0.128690920355	green3	2	1.516	5.8131
MGH54_P11_E02	NA	black	0	2.9092	0
MGH54_P11_E03	NA	black	0	2.5341	0
MGH54_P11_E04	NA	black	0	1.1124	0
MGH54_P11_E05	NA	black	0	0	6.0753
MGH54_P11_E06	NA	black	0	0.95754	0
MGH54_P11_E07	-0.230046949773	green3	2	0.82701	5.2408
MGH54_P11_E08	0.873707847964	cyan	4	0.77653	3.6999
MGH54_P11_E09	-0.581999083049	green3	2	0.90304	5.9064
MGH54_P11_E10	-0.203489677359	green3	2	0.66357	5.1357
MGH54_P11_E11	-0.0106176982195	green3	2	1.389	6.2378
MGH54_P11_E12	-1.98485710697	black	0	1.9088	1.4489
MGH54_P11_F01	-0.148051325678	green3	2	1.5859	4.19
MGH54_P11_F02	NA	black	0	1.7912	0
MGH54_P11_F03	-0.226039587828	green3	2	0.75189	5.1966
MGH54_P11_F04	0.0232087266582	green3	2	1.4109	6.2087
MGH54_P11_F05	-0.0789707222209	green3	2	1.1935	5.2191
MGH54_P11_F06	0.079771248234	green3	2	1.4362	6.5392
MGH54_P11_F07	-0.187218486675	green3	2	1.4552	1.1629
MGH54_P11_F08	-1.01539222081	red	1	0.77737	6.3072
MGH54_P11_F09	NA	black	0	2.6906	0
MGH54_P11_F10	0.475946972637	green3	2	1.6821	6.3072
MGH54_P11_F11	-1.29607027311	black	0	0.75702	6.6433
MGH54_P11_F12	0.0752888108568	green3	2	1.3907	1.6178
MGH54_P11_G01	NA	black	0	1.1648	0
MGH54_P11_G02	1.24286775356	black	0	2.0482	6.5088
MGH54_P11_G03	-0.21936251224	green3	2	0.80735	5.2141
MGH54_P11_G04	NA	black	0	1.8225	0
MGH54_P11_G05	NA	black	0	2.2777	0
MGH54_P11_G06	NA	black	0	2.353	0
MGH54_P11_G07	-0.827215754517	green3	2	1.5845	0.72596
MGH54_P11_G08	-0.385791423624	green3	2	1.6906	3.7255
MGH54_P11_G09	NA	black	0	2.1747	0
MGH54_P11_G10	0.0341292552856	green3	2	1.4584	5.3739
MGH54_P11_G11	0.404051927209	green3	2	0.90612	4.1946
MGH54_P11_G12	-0.211211272803	green3	2	1.2314	5.9868
MGH54_P11_H01	-0.292748235531	green3	2	2.5099	4.6399
MGH54_P11_H02	NA	black	0	0	0
MGH54_P11_H03	1.88894665047	black	0	2.4696	6.3783
MGH54_P11_H04	-0.280918174638	green3	2	1.2035	6.1419
MGH54_P11_H05	-0.193443177844	green3	2	1.26	6.1081
MGH54_P11_H06	0.162292729611	green3	2	1.46	6.9773
MGH54_P11_H07	2.72128891303	black	0	0.52306	2.2588
MGH54_P11_H08	1.08869074378	cyan	4	2.1651	6.0889
MGH54_P11_H09	NA	black	0	3.1005	0
MGH54_P11_H10	-0.0482779176589	green3	2	1.4834	4.3768
MGH54_P11_H11	-0.645888933501	green3	2	1.1776	7.4805
MGH54_P11_H12	-0.769314891344	green3	2	1.9797	3.7284
MGH54_P12_A01	NA	black	0	0	5.6646
MGH54_P12_A02	1.72412993117	black	0	0.50284	3.2593
MGH54_P12_A03	0.18826982197	green3	2	1.5597	5.876
MGH54_P12_A04	0.230735913186	green3	2	2.4415	5.0581
MGH54_P12_A05	-0.194922125544	green3	2	1.9731	4.5832
MGH54_P12_A06	NA	black	0	1.9214	0
MGH54_P12_A07	0.00944539768534	green3	2	1.6758	4.9103
MGH54_P12_A08	-0.223917256652	green3	2	1.4673	1.4668
MGH54_P12_A09	-0.111781021268	green3	2	1.3414	6.703
MGH54_P12_A10	-0.456107347409	green3	2	2.0976	4.3106
MGH54_P12_A11	NA	black	0	1.4772	0
MGH54_P12_B01	0.147854171793	green3	2	1.6508	5.3845
MGH54_P12_B02	1.77789473007	black	0	2.3185	6.5238
MGH54_P12_B03	-0.122830825488	green3	2	2.1405	4.7304
MGH54_P12_B04	NA	black	0	1.5955	0
MGH54_P12_B05	NA	black	0	0.6663	0
MGH54_P12_B06	0.100886954603	green3	2	1.232	4.3779
MGH54_P12_B07	0.0894944918494	green3	2	1.7613	5.0918
MGH54_P12_B08	0.136664567815	green3	2	1.3556	2.6161
MGH54_P12_B09	-0.0245176138775	green3	2	1.2247	5.0089
MGH54_P12_B10	0.0829294497803	green3	2	1.546	5.366
MGH54_P12_B11	0.647698147946	green3	2	2.4133	5.4166
MGH54_P12_C01	NA	black	0	2.1213	0
MGH54_P12_C02	NA	black	0	1.6003	0
MGH54_P12_C03	NA	black	0	0	5.6885
MGH54_P12_C04	-1.43981976622	black	0	3.246	4.1825
MGH54_P12_C05	0.311583017217	green3	2	2.1134	5.248
MGH54_P12_C06	-0.601014828233	green3	2	1.9975	4.0073
MGH54_P12_C07	NA	black	0	0	4.7936
MGH54_P12_C08	-1.59283348011	black	0	1.8766	1.9471
MGH54_P12_C09	-0.0227930641475	green3	2	1.45	4.4824
MGH54_P12_C11	0.613945827133	green3	2	2.2519	5.4888
MGH54_P12_C12	NA	black	0	0	5.5645
MGH54_P12_D01	-0.848407327486	green3	2	2.2305	3.9908
MGH54_P12_D02	-0.95526253971	red	1	1.7828	2.6949
MGH54_P12_D04	-1.60631197063	black	0	2.5729	3.6848
MGH54_P12_D05	-0.159544225485	green3	2	1.1276	5.3961
MGH54_P12_D06	NA	black	0	1.168	0
MGH54_P12_D07	0.118846917278	green3	2	1.1467	4.4891
MGH54_P12_D08	NA	black	0	2.3045	0
MGH54_P12_D09	0.00170235478253	green3	2	1.4589	4.9094
MGH54_P12_D10	-0.181966485979	green3	2	1.659	4.2731
MGH54_P12_D11	-0.443155410822	green3	2	2.1434	4.3597
MGH54_P12_D12	-0.0334103001249	green3	2	1.3539	5.5372
MGH54_P12_E01	NA	black	0	0	6.161
MGH54_P12_E02	0.00202196782734	green3	2	1.3951	4.5916
MGH54_P12_E03	NA	black	0	2.266	0
MGH54_P12_E04	0.158199351221	green3	2	1.6234	5.4849
MGH54_P12_E05	-0.0716788012213	green3	2	1.6074	4.5838
MGH54_P12_E06	0.015796162511	green3	2	1.4468	5.1695
MGH54_P12_E07	0.460460055031	green3	2	1.884	5.6902
MGH54_P12_E08	NA	black	0	2.8572	0
MGH54_P12_E09	-0.197981689344	green3	2	0.79244	5.1762
MGH54_P12_E10	0.19738770728	green3	2	1.5583	5.932
MGH54_P12_E11	-0.140671999217	green3	2	1.5675	4.151
MGH54_P12_E12	0.0188477703599	green3	2	1.4098	6.0799
MGH54_P12_F01	-0.259929653267	green3	2	0.58592	5.174
MGH54_P12_F02	0.914803940344	cyan	4	0.852	3.4729
MGH54_P12_F03	0.146331403531	green3	2	1.0412	4.5426
MGH54_P12_F04	0.0449766787192	green3	2	1.3231	4.3951
MGH54_P12_F05	NA	black	0	2.7286	0
MGH54_P12_F06	-0.644117504743	green3	2	2.0983	4.0784
MGH54_P12_F07	NA	black	0	2.201	0
MGH54_P12_F08	-0.302271600355	green3	2	1.08	5.7088
MGH54_P12_F09	0.325310090467	green3	2	1.7895	5.5922
MGH54_P12_F10	1.09844576768	cyan	4	2.0628	6.2885
MGH54_P12_F11	0.109555141063	green3	2	1.5361	5.564
MGH54_P12_F12	-0.383805692986	green3	2	0.73379	5.3929
MGH54_P12_G01	-0.555106093638	green3	2	2.4725	4.422
MGH54_P12_G02	NA	black	0	0	0
MGH54_P12_G03	-0.513564427204	green3	2	1.1731	6.8896
MGH54_P12_G04	1.40820099152	black	0	1.1408	0.45943
MGH54_P12_G05	-1.85345716292	black	0	2.4594	3.3571
MGH54_P12_G06	-0.18846331822	green3	2	1.6074	4.0918
MGH54_P12_G07	-1.31113301862	black	0	1.9328	2.7344
MGH54_P12_G08	-0.341119041489	green3	2	0.77146	5.3635
MGH54_P12_G09	-0.052164123605	green3	2	1.3578	6.0484
MGH54_P12_G10	0.462867020487	green3	2	0.80818	4.2264
MGH54_P12_G11	1.1848979534	black	0	0.84077	3.0936
MGH54_P12_H01	-0.496506375837	green3	2	1.9149	4.0442
MGH54_P12_H02	-0.348602124966	green3	2	0.9396	5.5466
MGH54_P12_H03	-0.0824145794982	green3	2	2.2892	4.7908
MGH54_P12_H04	-0.0897807565403	green3	2	1.5013	4.103
MGH54_P12_H05	2.39273746512	black	0	0.82212	1.4033
MGH54_P12_H06	-0.0659547564925	green3	2	1.2271	5.218
MGH54_P12_H07	-2.18337144567	black	0	1.8639	0.70929
MGH54_P12_H09	NA	black	0	2.1427	0
MGH54_P12_H10	0.121554305383	green3	2	1.5306	5.668
MGH54_P12_H11	NA	black	0	1.2969	0
MGH54_P9_A01	NA	black	0	1.7058	0
MGH54_P9_A02	-0.0263697964472	green3	2	1.4287	4.0085
MGH54_P9_A03	-0.731216211048	green3	2	0.94561	6.2891
MGH54_P9_A04	0.550878007348	green3	2	1.8123	6.0163
MGH54_P9_A05	-0.0609879563376	green3	2	1.3138	5.5085
MGH54_P9_A06	0.0321655802361	green3	2	1.3528	4.3234
MGH54_P9_A07	NA	black	0	0	4.1763
MGH54_P9_A08	-0.166009827908	green3	2	1.0793	5.3375
MGH54_P9_A09	-0.0229110599482	green3	2	1.3121	5.1126
MGH54_P9_A10	NA	black	0	1.8691	0
MGH54_P9_A11	-1.03324951092	red	1	2.8258	4.2375
MGH54_P9_A12	-0.0786220288431	green3	2	1.6889	4.6463
MGH54_P9_B01	0.0535474736798	green3	2	0.87657	4.8067
MGH54_P9_B02	-0.0402132828964	green3	2	1.0489	4.99
MGH54_P9_B03	NA	black	0	0	5.5322
MGH54_P9_B04	0.730522745265	green3	2	2.0905	5.7789
MGH54_P9_B05	0.640781751958	green3	2	1.8496	6.0918
MGH54_P9_B06	0.014083268214	green3	2	1.4168	5.5289
MGH54_P9_B07	NA	black	0	1.2839	0
MGH54_P9_B10	1.77836837195	black	0	2.2869	6.583
MGH54_P9_B11	-2.13569478644	black	0	2.0381	1.9549
MGH54_P9_B12	0.0256931319517	green3	2	1.433	5.5163
MGH54_P9_C01	NA	black	0	1.6535	0
MGH54_P9_C02	0.0980463378432	green3	2	1.3718	2.5321
MGH54_P9_C03	NA	black	0	2.2898	0
MGH54_P9_C04	NA	black	0	1.3317	0
MGH54_P9_C05	0.203673316603	green3	2	1.3646	1.1833
MGH54_P9_C06	-0.0196991513893	green3	2	1.2756	5.0241
MGH54_P9_C07	NA	black	0	0.69332	0
MGH54_P9_C08	0.336767112402	green3	2	2.301	5.191
MGH54_P9_C09	-1.62587472233	black	0	0.65535	6.7895
MGH54_P9_C10	-1.11234628954	red	1	2.7347	4.1453
MGH54_P9_C11	-1.30061768769	black	0	0.57918	6.2681
MGH54_P9_C12	0.0146540582887	green3	2	1.4324	5.2603
MGH54_P9_D01	0.111410839785	green3	2	1.4761	6.0824
MGH54_P9_D03	0.185507532758	green3	2	0.77062	4.6435
MGH54_P9_D04	-0.00226389870951	green3	2	1.2485	4.901
MGH54_P9_D05	NA	black	0	0	0
MGH54_P9_D07	-0.889280466394	green3	2	1.7093	2.3428
MGH54_P9_D08	0.382608415683	green3	2	1.7841	5.7287
MGH54_P9_D09	0.155813272558	green3	2	1.7463	5.2648
MGH54_P9_D10	-0.294966376874	green3	2	1.8233	4.2771
MGH54_P9_D11	NA	black	0	1.7532	0
MGH54_P9_D12	0.805542334296	green3	2	2.2213	5.7115
MGH54_P9_E01	-0.14847005513	green3	2	0.76129	5.0963
MGH54_P9_E02	NA	black	0	0	0
MGH54_P9_E03	2.48445892873	black	0	2.7247	6.4691
MGH54_P9_E04	-0.584784435029	green3	2	0.8024	5.74
MGH54_P9_E05	0.186504040019	green3	2	1.0321	4.4582
MGH54_P9_E06	1.42807152117	black	0	1.0489	1.5003
MGH54_P9_E07	0.0262436103622	green3	2	1.2963	4.6716
MGH54_P9_E08	0.280479133767	green3	2	1.6026	6.05
MGH54_P9_E09	1.77161580193	black	0	0.95084	1.5811
MGH54_P9_E10	-0.654209125294	green3	2	1.121	6.953
MGH54_P9_E11	0.0905917668989	green3	2	1.4473	6.3807
MGH54_P9_E12	-1.04909068006	red	1	0.6332	6.0797
MGH54_P9_F01	NA	black	0	0	0
MGH54_P9_F02	NA	black	0	1.5296	0
