Cell_name	Zvalue	Color	Cluster	ATM	CFLAR
MGH36_P6_A12	NA	black	0	0	1.2528
MGH36_P6_H09	1.09407975228	green3	2	0.36625	0.55189
MGH53_P4_G04	-0.712409788343	green3	2	0.38847	4.1599
MGH36_P10_G12	0.822130882418	green3	2	1.3437	6.1745
MGH53_P2_H12	-0.0339429203752	green3	2	1.058	2.5036
MGH53_P4_D10	-0.216592596012	green3	2	2.1233	2.698
MGH53_P4_D01	-0.0685286704979	green3	2	0.39726	2.9939
MGH36_P6_B07	-0.0276225864321	green3	2	0.809	3.0611
MGH36_P10_B12	-1.00698285133	green3	2	0.10299	4.1094
MGH53_P2_G11	3.85498335296	black	0	3.0642	5.0659
MGH53_P1_E04	-0.300121713801	green3	2	1.4746	2.2482
MGH54_P2_C12	-1.39461899072	red	1	2.1609	1.6341
MGH53_P4_B07	-1.3012907248	red	1	0.17505	4.5916
MGH53_P4_F09	-0.271191061387	green3	2	0.32308	3.3215
MGH36_P2_H11	1.49215531075	green3	2	0.035624	0.93206
MGH36_P5_A11	-1.86040529448	black	0	0.48852	6.4589
MGH53_P1_A09	2.11142558246	black	0	2.1606	5.006
MGH53_P2_B02	0.105413278019	green3	2	1.157	3.5785
MGH53_P4_E04	0.0265959812762	green3	2	0.83754	2.6271
MGH53_P4_D08	0.253728944793	green3	2	1.6003	3.3532
MGH36_P1_F07	0.0209124416608	green3	2	0.2916	2.8217
MGH53_P2_E11	2.45853155426	black	0	3.9114	3.9062
MGH36_P1_G06	0.863742330724	green3	2	2.5607	3.5363
MGH36_P6_F03	-2.20445851327	black	0	4.0987	2.1757
MGH54_P2_H06	-0.438475168103	green3	2	0.4678	3.7986
MGH36_P8_H12	-0.000996639095108	green3	2	0.95829	2.481
MGH53_P1_B06	9.15762360968	black	0	4.1497	6.3101
MGH53_P4_F12	-0.395447465686	green3	2	0.20163	3.423
MGH53_P4_G12	-0.0226693432875	green3	2	0.90458	3.2253
MGH53_P2_E08	-0.190183894306	green3	2	1.7916	2.6413
MGH53_P1_F06	-0.265933456626	green3	2	0.46153	3.4343
MGH53_P1_D02	NA	black	0	0	4.589
MGH36_P9_D01	-0.242550104191	green3	2	0.15186	3.1835
MGH36_P6_F02	0.247801714302	green3	2	3.658	3.054
MGH53_P2_E07	-0.43575513266	green3	2	2.3383	2.5588
MGH53_P4_H08	-0.758652878934	green3	2	0.54992	4.6811
MGH36_P6_F11	0.611183136523	green3	2	1.4818	4.344
MGH36_P8_C08	NA	black	0	0	4.5979
MGH53_P2_D10	2.96355883068	black	0	3.6598	4.2062
MGH53_P4_D03	6.6368052234	black	0	4.1566	5.3608
MGH53_P2_C04	0.489624595097	green3	2	1.7303	3.6389
MGH53_P1_E08	0.533007544302	green3	2	2.4439	3.3257
MGH54_P2_A08	0.715257528451	green3	2	1.4335	4.8528
MGH36_P4_H07	0.0604677319432	green3	2	0.48027	2.7209
MGH36_P9_D06	0.159319030042	green3	2	2.3513	3.0437
MGH53_P4_C04	-0.01043333453	green3	2	0.060739	2.8631
MGH53_P1_E10	-0.207660907551	green3	2	0.24367	3.1741
MGH53_P2_E09	1.11718407697	green3	2	2.9404	3.5733
MGH36_P3_C10	-0.645781680515	green3	2	0.25217	3.833
MGH53_P2_F01	0.284827442499	green3	2	2.4782	3.1303
MGH53_P4_H05	-1.63299160768	black	0	0.16736	4.9864
MGH53_P4_G10	-1.00222389285	green3	2	0.49978	4.9945
MGH54_P2_D07	1.06439943889	green3	2	2.5566	3.6835
MGH53_P2_D09	0.0315300778098	green3	2	1.0384	3.5647
MGH53_P1_D09	-2.68240005666	black	0	0.08134	5.9475
MGH54_P2_B08	-0.136944413118	green3	2	2.4552	2.8135
MGH54_P2_G05	1.6576726531	black	0	2.7939	3.9642
MGH53_P2_F06	-0.306779530962	green3	2	2.8379	2.7435
MGH36_P3_E01	0.108597844258	green3	2	0.037031	2.7176
MGH36_P5_E12	-2.15031414467	black	0	0.22527	5.7837
MGH53_P4_A12	6.08063762226	black	0	3.3073	5.9822
MGH36_P9_F01	NA	black	0	0	4.5772
MGH36_P3_H10	0.386856883692	green3	2	2.8059	3.1641
MGH36_P3_H02	-0.534078081793	green3	2	3.5487	2.715
MGH36_P5_C10	-0.0781650606118	green3	2	0.36401	3.0034
MGH54_P2_B05	-0.275887061969	green3	2	0.63413	3.7331
MGH36_P2_F09	3.66036303554	black	0	3.2328	4.8014
MGH53_P4_A05	0.0669121318539	green3	2	0.3774	2.7305
MGH54_P2_H10	0.71535159269	green3	2	0.15056	1.8298
MGH53_P4_E06	0.656203660486	green3	2	0.1375	1.9328
MGH53_P4_D12	-1.68141869032	black	0	0.32539	5.4937
MGH54_P2_H07	-0.0446606298487	green3	2	0.055196	2.905
MGH53_P2_E03	NA	black	0	0	2.3978
MGH53_P1_A05	-0.16548855634	green3	2	2.2268	2.7632
MGH36_P7_D12	1.23813120892	green3	2	0.092207	1.1641
MGH53_P4_H03	0.0184544502003	green3	2	0.58304	2.8104
MGH53_P2_E05	0.977110346859	green3	2	2.33	3.734
MGH36_P4_H11	0.342371965802	green3	2	0.15834	2.3682
MGH53_P1_B01	-2.04339120734	black	0	0.0043216	5.0867
MGH54_P2_G03	-2.0797212674	black	0	0.10702	5.3613
MGH53_P2_F12	-0.175557160738	green3	2	1.4297	2.4725
MGH36_P4_C09	0.607002128722	green3	2	0.1776	1.959
MGH36_P5_C08	3.51176193494	black	0	2.6017	5.453
MGH36_P4_H06	-0.0921265031466	green3	2	1.6173	2.7353
MGH36_P10_E01	-1.96179216483	black	0	0.10165	5.2157
MGH36_P8_E12	0.600182156075	green3	2	0.11103	2.0405
MGH53_P2_C10	7.8666003708	black	0	4.0005	5.9691
MGH36_P4_H08	0.789951844465	green3	2	0.17505	1.6808
MGH36_P7_F07	0.176732875243	green3	2	1.8663	3.123
MGH54_P2_A09	0.527914523876	green3	2	2.6232	3.2823
MGH36_P6_H11	1.23117930949	green3	2	0.062122	1.2357
MGH53_P2_E12	-1.68965890814	black	0	0.14405	5.0006
MGH53_P1_F08	-1.19831993547	red	1	0.30334	4.7347
MGH36_P6_D12	0.114164341168	green3	2	1.0929	4.5105
MGH36_P2_H09	0.343246140778	green3	2	0.16092	2.3654
MGH53_P1_C01	-1.57657010819	black	0	0.15575	4.8913
MGH53_P2_F11	-1.76939489168	black	0	0.20414	5.2472
MGH36_P6_H04	-1.24542505971	red	1	2.6325	2.0925
MGH36_P5_G05	-1.33854213991	red	1	0.04684	4.4098
MGH53_P4_B04	-0.107414232675	green3	2	0.26183	3.0259
MGH53_P1_E05	0.20979488204	green3	2	0.30801	2.4931
MGH36_P10_A08	0.193892912952	green3	2	0.15963	2.5801
MGH36_P9_G01	0.281003394839	green3	2	1.8883	3.2478
MGH53_P4_A06	0.176789223541	green3	2	0.29748	2.5558
MGH36_P6_B09	-0.219363213739	green3	2	2.5452	2.7634
MGH54_P2_D09	-0.295467752323	green3	2	0.39506	3.4244
MGH53_P1_E06	0.498403377098	green3	2	0.07861	2.206
MGH36_P4_A10	3.15702723635	black	0	2.568	5.2367
MGH36_P6_B02	-0.509281593233	green3	2	0.073135	3.4786
MGH53_P4_G06	-0.175572231786	green3	2	0.37407	3.1867
MGH36_P8_F01	NA	black	0	0	1.76
MGH36_P9_F06	-0.0898253099868	green3	2	0.082703	2.9646
MGH36_P5_H04	0.481536643772	green3	2	0.21785	2.11
MGH53_P1_B03	-0.554361838761	green3	2	3.2444	2.6658
MGH53_P2_D05	0.937399976889	green3	2	3.0623	3.4406
MGH36_P4_G12	-2.78074764585	black	0	0.088142	6.0721
MGH53_P2_D11	1.59911461357	black	0	3.0127	3.8231
MGH53_P4_C02	0.58766253628	green3	2	0.056584	2.1063
MGH53_P4_F04	0.179861190416	green3	2	0.094912	2.6173
MGH36_P3_D10	-0.180998052805	green3	2	0.24489	3.1341
MGH54_P2_F04	0.395140184806	green3	2	0.085425	2.338
MGH36_P6_A03	4.76615866305	black	0	3.7568	4.917
MGH53_P1_F07	-0.494206048875	green3	2	0.14926	3.5168
MGH36_P5_H08	0.505083345313	green3	2	0.017209	2.2394
MGH54_P2_A04	-1.54204181969	black	0	0.33685	5.331
MGH53_P4_E11	3.40898009127	black	0	2.614	5.3555
MGH53_P2_G03	-1.08568441126	green3	2	0.26664	4.4896
MGH36_P3_F04	1.60061895335	black	0	3.1077	3.7861
MGH54_P2_B02	0.195066682992	green3	2	0.22033	2.5573
MGH36_P5_C07	1.33915469268	green3	2	1.9873	4.448
MGH53_P2_E02	4.01675033156	black	0	3.1316	5.0867
MGH54_P2_F09	-0.962092481354	green3	2	2.1355	2.0022
MGH36_P3_D05	0.692309983619	green3	2	1.6318	4.1319
MGH36_P5_F12	-2.31275455109	black	0	2.0587	0.65627
MGH53_P2_H09	0.326014270382	green3	2	0.10702	2.4187
MGH54_P2_F07	-0.0691137869533	green3	2	0.80488	3.3153
MGH36_P5_D10	0.546470026333	green3	2	0.017209	2.1884
MGH54_P2_F11	1.3872395796	green3	2	0.052416	1.0391
MGH53_P2_H04	0.231174447035	green3	2	0.44148	2.3516
MGH36_P6_F09	-2.87537789149	black	0	0.11902	6.2715
MGH36_P9_F05	-0.0869946516911	green3	2	0.51299	3.0754
MGH36_P8_G11	-1.10030141508	green3	2	0.086784	4.1975
MGH54_P2_A07	-0.444184455539	green3	2	0.041243	3.3805
MGH36_P7_H06	-3.70173293528	black	0	0.052416	6.8935
MGH53_P1_A01	2.21336300961	black	0	2.1773	5.0799
MGH53_P1_A02	0.314907023374	green3	2	0.17377	2.3992
MGH54_P2_E07	-1.61622528196	black	0	0.035624	4.696
MGH53_P4_F07	NA	black	0	0	2.6873
MGH53_P2_C05	-2.01021572602	black	0	0.14012	5.3672
MGH53_P4_H07	0.306297521223	green3	2	0.094912	2.4507
MGH53_P2_C06	0.401702440312	green3	2	2.0929	3.3122
MGH36_P3_F03	-2.41706313353	black	0	0.10434	5.728
MGH36_P2_A10	-0.546224360018	green3	2	1.7286	2.1134
MGH53_P4_E03	-0.204882387652	green3	2	2.2135	2.726
MGH36_P9_D12	0.394107178411	green3	2	2.0363	3.3244
MGH54_P2_H03	0.237114719887	green3	2	0.7137	1.6429
MGH36_P4_D06	0.661745936346	green3	2	0.10836	1.9575
MGH53_P2_B03	-0.00945344055706	green3	2	0.926	3.0986
MGH53_P4_F03	-1.28704850551	red	1	0.13619	4.5005
MGH36_P10_E09	0.228296112048	green3	2	1.8282	3.2005
MGH53_P1_G02	0.261436763815	green3	2	0.23143	2.4486
MGH54_P2_A02	-1.64482498501	black	0	0.10165	4.8557
MGH36_P3_A07	-0.0201700049213	green3	2	0.31034	2.8916
MGH53_P4_E12	-0.89478554647	green3	2	2.0983	2.0367
MGH54_P2_A03	0.58522446082	green3	2	1.858	3.6575
MGH53_P4_E10	-0.27734551778	green3	2	1.4957	2.3182
MGH54_P2_D08	-1.74782104742	black	0	0.41792	5.943
MGH36_P8_A02	2.7686020726	black	0	3.7352	4.0919
MGH54_P2_B07	-1.49075060782	red	1	0.16092	4.798
MGH53_P1_B10	-0.157950600589	green3	2	0.27381	3.1097
MGH53_P2_F08	3.32995073577	black	0	3.6366	4.376
MGH36_P10_A01	0.146129442515	green3	2	0.07861	2.6645
MGH36_P10_F01	-0.736258666032	green3	2	2.0676	2.168
MGH53_P4_G03	3.06814493283	black	0	2.7111	4.9737
MGH53_P1_F12	-0.563159462511	green3	2	3.4007	2.6835
MGH36_P4_B03	0.205387831675	green3	2	2.6521	3.0597
MGH54_P2_C07	-2.31311259178	black	0	0.089498	5.5737
MGH53_P1_B02	3.76726540526	black	0	2.8785	5.2274
MGH54_P2_D05	-2.40817149755	black	0	0.13881	5.8185
MGH53_P2_C08	0.0307668832666	green3	2	1.0307	4.1104
MGH53_P4_H09	-0.378976467083	green3	2	0.123	3.3485
MGH36_P8_H02	2.13936233608	black	0	2.7757	4.2863
MGH36_P10_H10	0.481722874174	green3	2	0.056584	2.2431
MGH53_P1_A12	3.29773678738	black	0	2.5298	5.4093
MGH36_P8_F08	NA	black	0	0	5.73
MGH53_P1_D10	1.77871443223	black	0	2.1664	4.6506
MGH53_P4_A09	0.317777137325	green3	2	0.25459	2.3431
MGH53_P2_H08	-1.11722718744	red	1	1.7364	1.3533
MGH36_P4_A09	-0.21586021445	green3	2	0.24001	3.1848
MGH53_P4_C08	-0.816550266111	green3	2	3.3852	2.5644
MGH36_P5_E04	-1.3036432795	red	1	0.071763	4.4101
MGH53_P2_A07	-0.258201613076	green3	2	2.5218	2.7325
MGH54_P2_G10	-0.0837759542979	green3	2	0.45312	3.0426
MGH36_P7_E06	-2.32969107545	black	0	0.11636	5.6654
MGH36_P9_D04	0.318907555344	green3	2	1.2744	4.2183
MGH53_P1_C12	0.65750527139	green3	2	3.7974	3.2163
MGH36_P8_F06	-2.17465264209	black	0	0.0229	5.2629
MGH36_P1_G11	-1.23906731468	red	1	0.025738	4.2682
MGH53_P1_F02	0.274892060741	green3	2	0.46467	2.2222
MGH54_P2_D10	0.178084034454	green3	2	0.65901	2.1706
MGH36_P9_A08	0.622994823916	green3	2	2.5211	3.3734
MGH53_P2_H03	-0.489402181087	green3	2	1.6457	2.1097
MGH53_P4_B03	3.65703159099	black	0	2.9402	5.0848
MGH53_P1_F10	0.615859855911	green3	2	3.9207	3.1928
MGH53_P4_B05	NA	black	0	0	2.763
MGH53_P2_B08	0.034772260616	green3	2	0.13619	2.8051
MGH36_P3_B06	-0.302179331441	green3	2	0.31499	3.367
MGH36_P10_C02	NA	black	0	0	2.2342
MGH36_P2_E05	-0.908285814855	green3	2	2.6064	2.3045
MGH54_P2_G09	-1.34781485857	red	1	0.12961	4.5619
MGH54_P2_D12	-0.249231240653	green3	2	1.4797	2.359
MGH53_P2_H02	-0.404875157064	green3	2	0.1003	3.3678
MGH36_P8_F11	0.438684190963	green3	2	1.3923	4.157
MGH53_P2_A10	2.08478069707	black	0	3.0284	4.0896
MGH54_P2_E09	0.081780202557	green3	2	0.075875	2.747
MGH36_P3_H06	-0.713010719921	green3	2	0.15056	3.803
MGH36_P5_D05	0.405262439502	green3	2	0.12168	2.3022
MGH54_P2_A11	-0.148046150289	green3	2	2.4626	2.8059
MGH54_P2_G04	-1.95374058611	black	0	0.24001	5.5838
MGH36_P6_C01	1.14525966235	green3	2	2.8057	3.6352
MGH53_P2_E06	0.363075523105	green3	2	2.6243	3.169
MGH53_P1_E01	3.11985573317	black	0	3.6943	4.2572
MGH36_P1_B01	-1.29529580563	red	1	2.5748	2.0282
MGH54_P2_H04	-0.0234670125499	green3	2	0.14535	2.8846
MGH36_P2_C05	-0.638218565743	green3	2	0.086784	3.6457
MGH36_P6_H05	-0.56867719545	green3	2	0.075875	3.5524
MGH36_P10_E06	3.90136218784	black	0	2.3904	6.2251
MGH54_P2_F03	-0.723257612009	green3	2	2.6738	2.45
MGH36_P4_B10	-0.743154593726	green3	2	0.001442	3.6929
MGH54_P2_F02	-0.586412424058	green3	2	0.07861	3.576
MGH36_P2_E11	-0.280360689966	green3	2	0.14143	3.2294
MGH54_P2_D11	0.79068917316	green3	2	1.797	4.0133
MGH54_P2_G01	4.44563202469	black	0	2.633	6.1033
MGH36_P9_D02	0.773155520326	green3	2	1.6262	4.2998
MGH54_P2_E06	-1.72781017031	black	0	0.088142	4.9219
MGH54_P16_F12	NA	black	0	0	5.9175
MGH53_P5_C12	0.6721901588	green3	2	0.40708	1.3984
MGH54_P12_C10	NA	black	0	0	2.4457
MGH54_P16_F02	NA	black	0	0	3.5016
MGH54_P11_C11	0.988340520184	green3	2	0.059355	1.5729
MGH53_P1_E03	0.409456776429	green3	2	0.36513	2.0628
MGH54_P15_D06	0.852934912449	green3	2	0.1865	1.5622
MGH54_P14_F05	NA	black	0	0	2.0264
MGH54_P16_A03	0.872904679563	green3	2	1.461	5.1869
MGH53_P4_G11	0.447707389569	green3	2	0.27381	2.106
MGH53_P7_B09	-0.433851716498	green3	2	1.3984	1.8315
MGH54_P17_D11	0.919409210666	green3	2	0.063503	1.6599
MGH54_P10_G04	-0.237436492278	green3	2	1.315	2.1616
MGH54_P10_C06	-1.79761278993	black	0	0.2302	5.3552
MGH53_P2_A02	-3.15316448104	black	0	0.10836	6.5317
MGH53_P4_F06	-0.578608245333	green3	2	0.096262	3.5809
MGH53_P7_F07	0.643755502739	green3	2	0.22774	1.8343
MGH53_P11_F06	0.606069674418	green3	2	0.19661	1.9373
MGH53_P5_G02	1.72594904892	black	0	1.614	6.4707
MGH53_P1_F09	-2.07041706885	black	0	0.12565	5.3986
MGH53_P11_H03	-0.585254589318	green3	2	0.07861	3.5746
MGH53_P10_D11	-2.44379809932	black	0	0.19409	6.0351
MGH53_P1_A10	-1.63008554261	black	0	0.090853	4.8168
MGH53_P4_B12	-0.43127280114	green3	2	0.11237	3.4087
MGH53_P5_H09	-2.41114396177	black	0	0.11636	5.7558
MGH53_P9_D07	-0.127466012085	green3	2	3.187	2.8726
MGH53_P11_E03	0.179099936716	green3	2	0.50894	2.4098
MGH53_P1_C02	-1.06747433955	green3	2	0.13488	4.2294
MGH53_P10_F11	0.0483336817693	green3	2	1.3414	3.0326
MGH53_P1_E02	-0.380994796518	green3	2	0.76129	4.5542
MGH53_P1_D07	NA	black	0	0	1.6168
MGH53_P6_B01	1.3898991078	green3	2	0.090853	0.94561
MGH53_P2_G04	-0.313895070287	green3	2	2.0659	2.5874
MGH53_P1_C05	0.0330638670146	green3	2	0.094912	2.8084
MGH53_P2_G09	5.185170016	black	0	3.3035	5.5224
MGH53_P5_A05	-2.71503904077	black	0	3.6959	1.8444
MGH53_P5_F04	NA	black	0	0	1.7198
MGH53_P10_H03	-2.24133576001	black	0	3.3465	1.8949
MGH53_P11_F08	-0.479597723243	green3	2	0.24853	3.5848
MGH54_P7_F12	1.15797106016	green3	2	0.097611	1.269
MGH53_P8_F03	0.0603023376928	green3	2	0.86948	1.8871
MGH53_P11_A07	-0.317310733666	green3	2	0.086784	3.2511
MGH53_P6_B11	-1.93850880614	black	0	2.7916	1.7527
MGH53_P4_C07	-0.62428135001	green3	2	0.092207	3.6335
MGH53_P6_H06	0.812210314115	green3	2	0.08134	1.7816
MGH36_P1_A01	0.941481926502	green3	2	0.123	1.5375
MGH36_P1_A02	NA	black	0	0	2.8343
MGH36_P1_A03	0.636489897166	green3	2	0.1177	1.9829
MGH36_P1_A04	-0.169618976525	green3	2	1.3231	2.3713
MGH36_P1_A05	-2.28121979282	black	0	0.23756	5.9871
MGH36_P1_A06	0.405704371621	green3	2	0.12565	2.299
MGH36_P1_A08	-0.279579562733	green3	2	1.4558	2.2687
MGH36_P1_A10	-0.0909157013606	green3	2	2.2157	2.8284
MGH36_P1_A12	0.720336040727	green3	2	0.12829	1.8512
MGH36_P1_B02	0.467020687528	green3	2	0.55582	1.4436
MGH36_P1_B03	0.567850267746	green3	2	0.12168	2.0755
MGH36_P1_B04	0.542869238543	green3	2	0.079975	2.146
MGH36_P1_B06	0.245265733938	green3	2	0.075875	2.5378
MGH36_P1_B07	0.817386405073	green3	2	0.04684	1.8168
MGH36_P1_B08	-0.974718007617	green3	2	0.074505	4.0337
MGH36_P1_B09	0.485800484436	green3	2	1.6736	3.6944
MGH36_P1_B10	1.00735917869	green3	2	0.015783	1.6107
MGH36_P1_B11	0.56060727598	green3	2	0.031395	2.1606
MGH36_P1_B12	-0.718019238266	green3	2	0.10568	3.7613
MGH36_P1_C01	0.603710039012	green3	2	0.062122	2.0807
MGH36_P1_C03	-0.487314667806	green3	2	1.9027	2.326
MGH36_P1_C05	-0.545815878975	green3	2	0.028569	3.4908
MGH36_P1_C06	1.20639058116	green3	2	0.044044	1.3039
MGH36_P1_C07	-1.05735551853	green3	2	0.069015	4.1228
MGH36_P1_C08	0.473468307877	green3	2	0.05797	2.2528
MGH36_P1_C09	1.1602740658	green3	2	0.025738	1.3973
MGH36_P1_C10	-0.109131803859	green3	2	0.44255	3.0919
MGH36_P1_C11	1.15180039113	green3	2	0.0229	1.4131
MGH36_P1_D01	0.773770477937	green3	2	0.28688	1.4977
MGH36_P1_D02	-0.330732413444	green3	2	0.67356	4.007
MGH36_P1_D03	1.33864453797	green3	2	2.0165	4.4013
MGH36_P1_D04	0.375101826598	green3	2	0.66993	1.1622
MGH36_P1_D06	0.0512362173381	green3	2	1.1322	3.2529
MGH36_P1_D07	1.06270445318	green3	2	0.13881	1.3271
MGH36_P1_D08	-0.442234665094	green3	2	0.39726	3.697
MGH36_P1_D09	0.0314790687065	green3	2	0.086784	2.8106
MGH36_P1_D11	-0.529669607605	green3	2	1.3956	1.6083
MGH36_P1_F01	1.02439178213	green3	2	0.067639	1.511
MGH36_P1_F02	-1.08524076731	green3	2	2.0047	1.7643
MGH36_P1_F03	-0.445191940375	green3	2	1.2222	1.2308
MGH36_P1_F04	1.23535987188	green3	2	0.10299	1.1447
MGH36_P1_F05	-0.421166398657	green3	2	0.26063	3.5089
MGH36_P1_F06	-0.103391625347	green3	2	1.2098	2.4281
MGH36_P1_F08	NA	black	0	0	1.4782
MGH36_P1_F11	8.82383093965	black	0	3.9028	6.4674
MGH36_P1_F12	1.14673524043	green3	2	0.02432	1.4174
MGH36_P1_G02	-0.58377060077	green3	2	0.28924	3.7883
MGH36_P1_G03	1.66424066073	black	0	0.060739	0.6248
MGH36_P1_G04	-0.640670799144	green3	2	0.68077	4.9482
MGH36_P1_G07	0.203093543269	green3	2	0.027154	2.6043
MGH36_P1_G08	1.0159281012	green3	2	0.059355	1.5356
MGH36_P1_G09	1.09774676529	green3	2	0.025738	1.4792
MGH36_P1_H02	1.36302177421	green3	2	0.031395	1.117
MGH36_P1_H03	-0.233067332599	green3	2	1.1473	1.6649
MGH36_P1_H04	0.455665411403	green3	2	0.12829	2.2274
MGH36_P1_H05	0.924284579908	green3	2	0.060739	1.6572
MGH36_P1_H06	-1.76984756144	black	0	2.5874	1.7176
MGH36_P1_H07	0.88422293361	green3	2	0.035624	1.7433
MGH36_P1_H09	-0.786806360258	green3	2	1.3829	1.0058
MGH36_P1_H10	NA	black	0	0	0.94711
MGH36_P3_A01	-0.0519463531525	green3	2	0.20163	2.9302
MGH36_P3_A02	0.121711547353	green3	2	0.19912	2.6745
MGH36_P3_A03	0.843476148122	green3	2	1.4276	5.321
MGH36_P3_A04	0.155421440686	green3	2	0.052416	2.6576
MGH36_P3_A05	1.11680577456	green3	2	0.052416	1.4103
MGH36_P3_A08	1.07950586413	green3	2	3.285	3.4674
MGH36_P3_A09	0.276044369696	green3	2	0.29514	2.3849
MGH36_P3_A10	-0.733948349679	green3	2	0.27977	4.0023
MGH36_P3_A12	-0.200404676066	green3	2	0.25217	3.1669
MGH36_P3_B02	NA	black	0	0	1.7803
MGH36_P3_B03	-0.0539385631082	green3	2	0.36849	2.9596
MGH36_P3_B04	1.47963772826	green3	2	2.4319	4.0792
MGH36_P3_B09	-0.127170902866	green3	2	1.2546	2.409
MGH36_P3_B10	NA	black	0	0	5.1978
MGH36_P3_B11	0.00066887177612	green3	2	0.27381	2.855
MGH36_P3_B12	2.09616253874	black	0	2.0377	5.2583
MGH36_P3_C01	0.0325135146747	green3	2	0.1003	2.809
MGH36_P3_C03	0.113869726524	green3	2	0.14143	2.6964
MGH36_P3_C04	0.477721696622	green3	2	0.28688	2.0377
MGH36_P3_C05	-0.246091037772	green3	2	2.4795	2.7351
MGH36_P3_C06	-0.0396595466946	green3	2	0.14535	2.9067
MGH36_P3_C08	-0.00433551943323	green3	2	0.27858	2.8633
MGH36_P3_C11	-2.38813641055	black	0	0.10702	5.7038
MGH36_P3_C12	-0.0191226181702	green3	2	1.0454	2.6269
MGH36_P3_D01	-0.0483404679698	green3	2	0.23756	2.9294
MGH36_P3_D02	NA	black	0	0	2.2839
MGH36_P3_D03	-0.0514347463677	green3	2	2.6385	2.8873
MGH36_P3_D04	-0.188738723675	green3	2	1.5869	2.5556
MGH36_P3_D07	0.222804304653	green3	2	2.8047	3.0632
MGH36_P3_D08	-0.551957494227	green3	2	0.31499	3.7723
MGH36_P3_D09	0.26537037553	green3	2	0.44996	2.2636
MGH36_P3_D11	0.526328967446	green3	2	0.13356	2.1233
MGH36_P3_E02	-0.441260759389	green3	2	0.10702	3.4178
MGH36_P3_E04	0.116376750333	green3	2	0.77568	2.0942
MGH36_P3_E05	0.745573634714	green3	2	0.18777	1.7303
MGH36_P3_E06	0.116930083664	green3	2	0.056584	2.7049
MGH36_P3_E07	-0.364798288768	green3	2	1.4324	2.0507
MGH36_P3_E08	-0.232165289517	green3	2	0.1776	3.1803
MGH36_P3_E09	2.17536424726	black	0	2.499	4.5672
MGH36_P3_E10	-0.472038187573	green3	2	0.073135	3.4335
MGH36_P3_E11	NA	black	0	0	2.6297
MGH36_P3_E12	-1.78372483164	black	0	0.14535	5.1152
MGH36_P3_F01	0.71878149154	green3	2	0.094912	1.8934
MGH36_P3_F02	-0.194180323549	green3	2	1.5445	2.5203
MGH36_P3_F05	0.177083363022	green3	2	0.29631	2.5558
MGH36_P3_F06	-0.0571349222276	green3	2	0.66993	3.0791
MGH36_P3_F07	0.17058933611	green3	2	1.157	4.1267
MGH36_P3_F08	0.173009984217	green3	2	0.18903	2.6012
MGH36_P3_F09	0.350957394553	green3	2	0.052416	2.4122
MGH36_P3_F10	-1.58702434393	black	0	0.17632	4.9509
MGH36_P3_F11	0.316645720473	green3	2	0.29866	2.3109
MGH36_P3_F12	NA	black	0	0	1.884
MGH36_P3_G01	0.227742088323	green3	2	0.31615	2.4565
MGH36_P3_G02	NA	black	0	0	2.6855
MGH36_P3_G03	-0.241797969289	green3	2	0.25942	3.2342
MGH36_P3_G04	0.595638745931	green3	2	0.088142	2.0683
MGH36_P3_G05	0.602004652984	green3	2	0.071763	2.0745
MGH36_P3_G06	-0.48798049368	green3	2	0.26544	3.6145
MGH36_P3_G08	0.165200940041	green3	2	0.11636	2.6316
MGH36_P3_G09	-0.280227476135	green3	2	0.066261	3.1964
MGH36_P3_G10	-0.381763634984	green3	2	0.18903	3.3948
MGH36_P3_G11	-1.54134318733	black	0	0.1635	4.8656
MGH36_P3_G12	-0.101130188309	green3	2	2.1437	2.8117
MGH36_P3_H03	NA	black	0	0	3.0995
MGH36_P3_H04	-0.207168684301	green3	2	2.8701	2.8061
MGH36_P3_H05	0.246392395242	green3	2	0.084064	2.5336
MGH36_P3_H07	-0.153212974522	green3	2	0.1776	3.07
MGH36_P3_H08	0.461618433072	green3	2	0.071763	2.2591
MGH36_P3_H11	0.30795791595	green3	2	0.30217	2.3234
MGH36_P3_H12	-0.304955479671	green3	2	0.584	3.7068
MGH36_P4_A01	0.156145730364	green3	2	0.092207	2.6489
MGH36_P4_A02	-0.034470272079	green3	2	0.16479	2.9013
MGH36_P4_A03	-0.7464965705	green3	2	0.4782	4.4336
MGH36_P4_A04	-1.67840038138	black	0	0.31846	5.4664
MGH36_P4_A06	-0.233494848254	green3	2	1.9027	2.6232
MGH36_P4_A07	1.19152607242	green3	2	0.038436	1.334
MGH36_P4_A08	0.0597811055781	green3	2	0.11237	2.7727
MGH36_P4_A11	0.461408645379	green3	2	0.28214	2.0724
MGH36_P4_A12	0.547103993299	green3	2	0.17632	2.0514
MGH36_P4_B02	-0.492609220252	green3	2	0.1375	3.5054
MGH36_P4_B04	0.32580814901	green3	2	0.12433	2.4103
MGH36_P4_B05	-0.762779785034	green3	2	3.0678	2.5276
MGH36_P4_B06	2.93137490841	black	0	2.1306	5.9793
MGH36_P4_B08	-0.981823204494	green3	2	0.12433	4.1084
MGH36_P4_B09	-0.0680097194145	green3	2	1.4854	2.7435
MGH36_P4_B12	-0.921194131686	green3	2	0.092207	3.9925
MGH36_P4_C02	0.193587139617	green3	2	0.10969	2.5953
