Cell_name	Zvalue	Color	Cluster	ATM	CFLAR
MGH53_P5_H08	-0.414700020621	green3	2	1.7706	2.3291
MGH53_P5_H10	NA	black	0	0	1.9598
MGH53_P5_H11	1.31555971097	green3	2	0.070389	1.1003
MGH53_P6_A01	0.680299409036	green3	2	0.47508	1.1283
MGH53_P6_A02	-0.00789396613915	green3	2	0.9486	1.923
MGH53_P6_A03	0.420799840898	green3	2	0.27381	2.1525
MGH53_P6_A04	0.33333244993	green3	2	0.50182	2.0111
MGH53_P6_A05	0.300793614694	green3	2	0.11636	2.4484
MGH53_P6_A06	-0.877217152807	green3	2	1.6267	1.4854
MGH53_P6_A07	NA	black	0	0	2.2357
MGH53_P6_A08	-0.207484617314	green3	2	1.545	2.4957
MGH53_P6_A09	-0.898627487521	green3	2	3.2963	2.5084
MGH53_P6_A10	-0.320341567689	green3	2	0.10299	3.2627
MGH53_P6_A11	-0.691182368751	green3	2	0.042644	3.6697
MGH53_P6_A12	NA	black	0	0	2.9949
MGH53_P6_B02	-0.849805460354	green3	2	0.48852	4.6639
MGH53_P6_B03	-1.08156395441	green3	2	2.8744	2.2966
MGH53_P6_B04	0.462179331045	green3	2	0.65168	0.83835
MGH53_P6_B05	1.71883380742	black	0	1.9572	4.9827
MGH53_P6_B06	0.720283905986	green3	2	0.30801	1.5524
MGH53_P6_B07	1.24398186399	green3	2	0.2228	0.81065
MGH53_P6_B09	NA	black	0	0	0.57337
MGH53_P6_B10	NA	black	0	0	2.8339
MGH53_P6_C01	-1.85207785844	black	0	3.503	2.1316
MGH53_P6_C03	1.15941285209	green3	2	0.14535	1.1641
MGH53_P6_C04	1.408535227	green3	2	0.098958	0.89763
MGH53_P6_C05	-0.844099121096	green3	2	2.6337	2.3576
MGH53_P6_C06	-0.0343079714072	green3	2	1.0881	2.5816
MGH53_P6_C07	-3.3159955544	black	0	3.484	1.487
MGH53_P6_C08	4.9288619894	black	0	4.0792	4.7764
MGH53_P6_C09	-1.819558984	black	0	0.052416	4.9492
MGH53_P6_C10	-1.10170361237	green3	2	0.16736	4.3247
MGH53_P6_C11	-0.912646157854	green3	2	2.2026	2.0946
MGH53_P6_C12	0.687086727976	green3	2	0.51904	0.88284
MGH53_P6_D01	4.06499580856	black	0	3.2698	4.9792
MGH53_P6_D02	-0.706520443134	green3	2	0.082703	3.7245
MGH53_P6_D03	0.465468552256	green3	2	0.30568	2.0356
MGH53_P6_D05	NA	black	0	0	1.4962
MGH53_P6_D07	NA	black	0	0	0.90149
MGH53_P6_D08	0.0732133582652	green3	2	0.60975	2.6304
MGH53_P6_D09	1.29381605359	green3	2	0.20539	0.77821
MGH53_P6_D10	-3.75892542891	black	0	3.3526	1.2048
MGH53_P6_D11	1.09474769012	green3	2	0.071763	1.4071
MGH53_P6_D12	0.954517210951	green3	2	0.33228	1.0093
MGH53_P6_E01	0.518978196644	green3	2	0.20664	2.0625
MGH53_P6_E02	0.823927217169	green3	2	0.071763	1.7778
MGH53_P6_E03	0.33266560692	green3	2	0.64985	1.5205
MGH53_P6_E04	-2.17412846301	black	0	0.1635	5.6226
MGH53_P6_E05	NA	black	0	0	5.3182
MGH53_P6_E06	NA	black	0	0	1.5251
MGH53_P6_E07	-3.13313432165	black	0	2.3354	0.46362
MGH53_P6_E08	0.742323083648	green3	2	0.13225	1.8143
MGH53_P6_E09	NA	black	0	0	1.0738
MGH53_P6_E10	0.495291001979	green3	2	0.34937	1.9142
MGH53_P6_F01	0.668262839336	green3	2	0.12035	1.9351
MGH53_P6_F02	0.581167811086	green3	2	0.2857	1.854
MGH53_P6_F03	-1.83085258221	black	0	1.9793	0.97526
MGH53_P6_F04	NA	black	0	0	1.6658
MGH53_P6_F05	0.129951613615	green3	2	0.092207	2.683
MGH53_P6_F06	0.480574529045	green3	2	0.22157	2.1077
MGH53_P6_F07	0.426658416814	green3	2	0.44467	1.8895
MGH53_P6_F08	0.321147646087	green3	2	0.62854	1.6772
MGH53_P6_F09	-1.30273639126	red	1	0.09356	4.4449
MGH53_P6_F10	-1.17915015194	red	1	0.17632	4.4391
MGH53_P6_G01	0.971931899014	green3	2	0.19156	1.3601
MGH53_P6_G02	NA	black	0	0	1.216
MGH53_P6_G03	NA	black	0	0	4.9108
MGH53_P6_G04	-0.5168743711	green3	2	0.27262	3.666
MGH53_P6_G05	0.914900027888	green3	2	0.09356	1.6225
MGH53_P6_G06	-1.04785456845	green3	2	1.8762	1.654
MGH53_P6_G07	-2.69569723855	black	0	0.067639	5.9216
MGH53_P6_G08	NA	black	0	0	4.5217
MGH53_P6_G09	1.51910053262	black	0	0.1177	0.67717
MGH53_P6_G10	NA	black	0	0	0.4916
MGH53_P6_G11	1.63395963712	black	0	0.10836	0.52707
MGH53_P6_H01	NA	black	0	0	1.9003
MGH53_P6_H02	1.20586915969	green3	2	0.10165	1.1909
MGH53_P6_H03	0.675696024479	green3	2	0.37072	1.4931
MGH53_P6_H04	-0.211528105756	green3	2	0.19787	3.1598
MGH53_P6_H05	0.905793485291	green3	2	0.20539	1.4399
MGH53_P6_H07	0.127477525528	green3	2	0.26063	2.651
MGH53_P6_H09	1.24194063052	green3	2	0.1375	1.0545
MGH53_P6_H10	NA	black	0	0	1.9804
MGH53_P6_H11	0.49808716541	green3	2	0.36401	1.8836
MGH53_P7_A01	0.554210634388	green3	2	0.21039	2.0025
MGH53_P7_A02	NA	black	0	0	1.9679
MGH53_P7_A03	-1.40942484786	red	1	0.10969	4.5982
MGH53_P7_A04	NA	black	0	0	1.3103
MGH53_P7_A05	0.982783637939	green3	2	0.24367	1.2191
MGH53_P7_A06	0.764689742092	green3	2	0.20163	1.6776
MGH53_P7_A07	1.11293639787	green3	2	0.051024	1.4179
MGH53_P7_A09	0.640528499752	green3	2	0.34142	1.6369
MGH53_P7_A11	0.109519114766	green3	2	0.7433	2.272
MGH53_P7_A12	-0.0470111176557	green3	2	0.23389	2.9269
MGH53_P7_B01	-0.00355500781604	green3	2	0.14012	2.8572
MGH53_P7_B02	0.940965432238	green3	2	0.077243	1.6107
MGH53_P7_B03	0.355455626929	green3	2	0.6332	1.5074
MGH53_P7_B04	0.47953740444	green3	2	0.25217	2.0762
MGH53_P7_B05	0.678823444713	green3	2	0.19409	1.8262
MGH53_P7_B06	-0.121276039152	green3	2	0.96569	0.68527
MGH53_P7_B07	0.66801431123	green3	2	0.28333	1.7004
MGH53_P7_B08	0.305274315094	green3	2	0.51501	2.0618
MGH53_P7_B10	0.0353100533237	green3	2	1.7575	2.9477
MGH53_P7_B11	-0.157729021315	green3	2	1.4265	2.5112
MGH53_P7_B12	-1.85722157871	black	0	2.8213	1.8193
MGH53_P7_C01	0.238066718657	green3	2	0.66993	1.8679
MGH53_P7_C02	-1.77504844449	black	0	0.20789	5.2644
MGH53_P7_C03	-3.32243440045	black	0	2.7788	0.926
MGH53_P7_C04	NA	black	0	0	1.4901
MGH53_P7_C05	-1.12524863825	red	1	2.397	2.0454
MGH53_P7_C06	-0.0338983352951	green3	2	0.57918	2.9622
MGH53_P7_C07	NA	black	0	0	1.3334
MGH53_P7_C09	1.32607729536	green3	2	0.13356	0.93357
MGH53_P7_C11	NA	black	0	0	2.5524
MGH53_P7_C12	NA	black	0	0	2.1134
MGH53_P7_D01	NA	black	0	0	3.7687
MGH53_P7_D02	NA	black	0	0	1.7106
MGH53_P7_D03	NA	black	0	0	1.4531
MGH53_P7_D04	0.131567181141	green3	2	0.67536	2.3311
MGH53_P7_D05	NA	black	0	0	3.4547
MGH53_P7_D06	0.160869431688	green3	2	0.12035	2.6365
MGH53_P7_D07	0.592245898515	green3	2	0.19535	1.9605
MGH53_P7_D10	-1.0939518924	green3	2	3.6542	2.4942
MGH53_P7_D11	NA	black	0	0	1.9826
MGH53_P7_D12	NA	black	0	0	1.4859
MGH53_P7_E01	0.906482096469	green3	2	0.086784	1.6443
MGH53_P7_E02	NA	black	0	0	1.6327
MGH53_P7_E03	1.12777663484	green3	2	0.086784	1.3334
MGH53_P7_E04	1.10046875704	green3	2	0.19912	1.129
MGH53_P7_E05	NA	black	0	0	4.3031
MGH53_P7_E06	0.392010341052	green3	2	2.5541	3.1988
MGH53_P7_E07	0.8739591718	green3	2	0.052416	1.7355
MGH53_P7_E08	NA	black	0	0	2.1919
MGH53_P7_E09	-1.6109024824	black	0	2.2504	1.5415
MGH53_P7_E10	-0.901562980221	green3	2	0.301	4.2904
MGH53_P7_E11	NA	black	0	0	4.8513
MGH53_P7_E12	-1.67433248751	black	0	0.044044	4.7747
MGH53_P7_F01	1.00446465869	green3	2	0.073135	1.5296
MGH53_P7_F02	NA	black	0	0	3.9759
MGH53_P7_F04	0.288709292106	green3	2	0.12961	2.4589
MGH53_P7_F05	NA	black	0	0	1.722
MGH53_P7_F06	-0.843214999924	green3	2	1.7325	1.7111
MGH53_P7_F08	NA	black	0	0	1.4641
MGH53_P7_F09	NA	black	0	0	1.3674
MGH53_P7_F10	1.04263360562	green3	2	0.042644	1.5256
MGH53_P7_F11	0.172362296494	green3	2	0.21412	2.5943
MGH53_P7_F12	3.31689512495	black	0	3.3254	4.5562
MGH53_P7_G01	NA	black	0	0	2.2185
MGH53_P7_G03	NA	black	0	0	1.4287
MGH53_P7_G04	1.53799745632	black	0	0.056584	0.81721
MGH53_P7_G05	0.780915353014	green3	2	0.20038	1.6535
MGH53_P7_G06	NA	black	0	0	1.105
MGH53_P7_G07	NA	black	0	0	1.6466
MGH53_P7_G08	0.744153281156	green3	2	0.09356	1.86
MGH53_P7_G09	0.940281753498	green3	2	0.062122	1.6337
MGH53_P7_G10	1.22734406716	green3	2	0.05797	1.2491
MGH53_P7_G11	NA	black	0	0	1.0793
MGH53_P7_G12	NA	black	0	0	0.32654
MGH53_P7_H01	0.481759137936	green3	2	0.24853	2.0766
MGH53_P7_H02	0.0400358227241	green3	2	0.7536	2.6519
MGH53_P7_H03	0.508276393421	green3	2	0.10836	2.1699
MGH53_P7_H04	0.645001380303	green3	2	0.19156	1.8828
MGH53_P7_H05	NA	black	0	0	1.45
MGH53_P7_H06	1.6306333043	black	0	0.071763	0.64247
MGH53_P7_H07	0.35890665574	green3	2	0.20163	2.3156
MGH53_P7_H08	1.33149779338	green3	2	0.059355	1.1017
MGH53_P7_H10	1.20851029773	green3	2	0.082703	1.2265
MGH53_P7_H11	-0.806898986463	green3	2	0.079975	3.8419
MGH53_P7_H12	-1.46333062864	red	1	2.7657	2.0233
MGH53_P8_A01	NA	black	0	0	4.0356
MGH53_P8_A02	0.00795586118809	green3	2	1.6257	2.9073
MGH53_P8_A03	1.0488816358	green3	2	0.1003	1.4212
MGH53_P8_A04	1.02120867138	green3	2	0.26544	1.0888
MGH53_P8_A05	NA	black	0	0	1.736
MGH53_P8_A06	0.195257614754	green3	2	0.33342	2.5054
MGH53_P8_A07	-2.96634814773	black	0	0.15186	6.4837
MGH53_P8_A08	NA	black	0	0	1.2135
MGH53_P8_A09	-0.0699066398294	green3	2	0.29748	2.9736
MGH53_P8_A10	-0.196651290614	green3	2	2.0215	2.6962
MGH53_P8_A11	-0.240223635956	green3	2	0.20664	3.2049
MGH53_P8_A12	0.507982645334	green3	2	0.38957	1.8148
MGH53_P8_B03	0.833401565787	green3	2	0.14535	1.6613
MGH53_P8_B04	1.54438155734	black	0	0.14796	0.54102
MGH53_P8_B08	NA	black	0	0	2.52
MGH53_P8_B09	-0.0484819321499	green3	2	0.99783	1.9385
MGH53_P8_B10	-0.200087245054	green3	2	0.14012	3.122
MGH53_P8_B11	0.813887557461	green3	2	0.1375	1.7022
MGH53_P8_B12	-1.30429366388	red	1	3.3986	2.3437
MGH53_P8_C01	-0.410373138847	green3	2	1.1434	0.90535
MGH53_P8_C02	-1.12517877087	red	1	0.098958	4.2447
MGH53_P8_C03	1.06825338074	green3	2	0.066261	1.4531
MGH53_P8_C04	-1.42114334279	red	1	0.29514	5.0329
MGH53_P8_C08	0.663921029102	green3	2	0.23511	1.7895
MGH53_P8_C09	-0.492800578933	green3	2	0.051024	3.4439
MGH53_P8_C10	0.054865569349	green3	2	0.70841	2.6227
MGH53_P8_C11	-0.593036913832	green3	2	0.28333	3.7948
MGH53_P8_C12	NA	black	0	0	2.1483
MGH53_P8_D01	-0.0894412316431	green3	2	2.8899	2.8766
MGH53_P8_D02	-0.0665524320716	green3	2	1.7049	2.7949
MGH53_P8_D03	NA	black	0	0	1.7141
MGH53_P8_D04	NA	black	0	0	1.0936
MGH53_P8_D05	NA	black	0	0	0.60122
MGH53_P8_D06	NA	black	0	0	1.0208
MGH53_P8_D07	NA	black	0	0	1.0342
MGH53_P8_D08	NA	black	0	0	3.7407
MGH53_P8_D09	-1.9390523753	black	0	1.9034	0.71896
MGH53_P8_D10	0.770993041242	green3	2	0.2461	1.5874
MGH53_P8_D11	0.83599013487	green3	2	0.26303	1.4367
MGH53_P8_E01	0.707319062131	green3	2	0.54597	0.62854
MGH53_P8_E03	NA	black	0	0	6.3598
MGH53_P8_E04	-0.231393282352	green3	2	0.60692	3.5505
MGH53_P8_E05	0.567596614877	green3	2	0.40163	1.6558
MGH53_P8_E06	NA	black	0	0	1.545
MGH53_P8_E07	0.897494762501	green3	2	0.42438	0.76384
MGH53_P8_E08	0.0904800098665	green3	2	0.84398	1.7433
MGH53_P8_E09	-0.371613060963	green3	2	1.168	1.2066
MGH53_P8_E10	0.84209619692	green3	2	0.29514	1.3482
MGH53_P8_E11	1.4172326819	green3	2	0.14535	0.75617
MGH53_P8_F01	0.966190767944	green3	2	0.096262	1.546
MGH53_P8_F02	0.756998650837	green3	2	0.13356	1.7912
MGH53_P8_F04	-2.02324684845	black	0	2.8783	1.7583
MGH53_P8_F05	0.573238405069	green3	2	0.056584	2.125
MGH53_P8_F06	-0.246540089974	green3	2	0.95457	5.7643
MGH53_P8_F07	0.377536295818	green3	2	0.55287	1.7515
MGH53_P8_F08	0.892871982475	green3	2	0.17377	1.5221
MGH53_P8_F09	0.6575837075	green3	2	0.049631	2.0218
MGH53_P8_F11	0.193228765461	green3	2	0.28096	2.5351
MGH53_P8_G01	1.20615198135	green3	2	0.084064	1.2271
MGH53_P8_G02	0.37169512963	green3	2	0.3173	2.1941
MGH53_P8_G03	NA	black	0	0	1.7862
MGH53_P8_G04	0.0687303372954	green3	2	0.24123	2.7482
MGH53_P8_G05	1.17187856339	green3	2	0.12697	1.1865
MGH53_P8_G06	NA	black	0	0	0.71896
MGH53_P8_G07	-1.5950987518	black	0	1.959	1.1808
MGH53_P8_G08	NA	black	0	0	5.5019
MGH53_P8_G09	1.54162576916	black	0	0.055196	0.81558
MGH53_P8_G10	NA	black	0	0	1.2216
MGH53_P8_G11	-0.123319321121	green3	2	1.0377	1.5936
MGH53_P8_G12	NA	black	0	0	2.4354
MGH53_P8_H01	NA	black	0	0	1.2141
MGH53_P8_H02	0.891613112632	green3	2	0.20163	1.4709
MGH53_P8_H03	0.0176367415124	green3	2	0.58592	2.8125
MGH53_P8_H04	0.364591646072	green3	2	0.26303	2.2585
MGH53_P8_H05	NA	black	0	0	1.541
MGH53_P8_H06	0.156290433475	green3	2	0.085425	2.6501
MGH53_P8_H07	4.86098863396	black	0	3.6322	5.0515
MGH53_P8_H08	0.303751384573	green3	2	0.72159	1.1097
MGH53_P8_H09	0.0572561822241	green3	2	0.69153	2.6278
MGH53_P8_H10	0.716792157579	green3	2	0.071763	1.9218
MGH53_P8_H11	0.911963478956	green3	2	0.028569	1.7163
MGH53_P8_H12	-0.480142699173	green3	2	0.46153	3.8714
MGH53_P1_A03	0.0433551510177	green3	2	0.84398	2.4289
MGH53_P1_A04	-0.315960863122	green3	2	0.30568	3.3823
MGH53_P1_A06	-0.0672813315778	green3	2	1.4087	2.7183
MGH53_P1_A07	-0.0267633904761	green3	2	0.4351	2.917
MGH53_P1_A08	-0.177541012043	green3	2	1.0649	1.4468
MGH53_P1_B04	-0.344440565534	green3	2	0.10165	3.2925
MGH53_P1_B08	-0.0341237878195	green3	2	0.81721	3.116
MGH53_P1_B09	-0.0709889572821	green3	2	1.959	2.8227
MGH53_P1_B11	0.136774348332	green3	2	0.052416	2.6808
MGH53_P1_C03	-0.301210682313	green3	2	0.31615	3.3663
MGH53_P1_C06	4.40917644907	black	0	2.9555	5.5256
MGH53_P1_C09	-0.582252349872	green3	2	0.29042	3.7875
MGH53_P1_C10	0.0744501132467	green3	2	1.7377	3.0059
MGH53_P1_D01	-0.0740759853911	green3	2	0.36961	2.9973
MGH53_P1_D05	-0.156401326724	green3	2	0.28096	3.11
MGH53_P1_D12	-0.808176652643	green3	2	2.5388	2.3468
MGH53_P1_E09	-1.26196196148	red	1	3.2725	2.3283
MGH53_P1_E12	-0.51744318082	green3	2	0.27381	3.6682
MGH53_P12_A01	0.103817366077	green3	2	0.094912	2.7166
MGH53_P12_A02	-0.330944603356	green3	2	1.2612	1.7463
MGH53_P12_A03	-0.516415827196	green3	2	1.614	2.0293
MGH53_P12_A04	-0.321884846056	green3	2	1.3857	2.069
MGH53_P12_A05	-0.208818895344	green3	2	0.064883	3.1085
MGH53_P12_A06	-0.794036046074	green3	2	0.05797	3.8037
MGH53_P12_A08	0.391957524199	green3	2	1.9332	3.3649
MGH53_P12_A09	1.23079590647	green3	2	0.037031	1.2839
MGH53_P12_A10	0.0088429842785	green3	2	0.25701	2.8416
MGH53_P12_A11	NA	black	0	0	2.6362
MGH53_P12_A12	0.274529937409	green3	2	0.079975	2.4985
MGH53_P12_B01	-0.139616760442	green3	2	0.15704	3.0454
MGH53_P12_B02	0.0617568786152	green3	2	1.8667	2.9778
MGH53_P12_B03	0.0103719152658	green3	2	0.91991	2.5678
MGH53_P12_B04	0.00557778082993	green3	2	1.1117	2.9231
MGH53_P12_B05	0.226034422502	green3	2	0.52607	2.2627
MGH53_P12_B06	0.00246866174121	green3	2	0.94785	2.6558
MGH53_P12_B07	-1.31526404005	red	1	3.3112	2.3141
MGH53_P12_B08	NA	black	0	0	3.8194
MGH53_P12_B09	-0.11804307744	green3	2	1.4849	2.6371
MGH53_P12_B11	0.98751824132	green3	2	0.08134	1.54
MGH53_P12_B12	0.541398505679	green3	2	3.4004	3.1942
MGH53_P12_C01	-0.439687760311	green3	2	3.1827	2.7144
MGH53_P12_C02	-0.0271611303313	green3	2	0.98914	2.1641
MGH53_P12_C03	0.123086999807	green3	2	0.65627	2.4008
MGH53_P12_C04	0.16075005015	green3	2	1.642	3.1651
MGH53_P12_C05	0.309450043383	green3	2	0.22651	2.3757
MGH53_P12_C06	NA	black	0	0	5.2777
MGH53_P12_C07	-0.126184226157	green3	2	0.15834	3.0273
MGH53_P12_C08	-0.755680913166	green3	2	0.096262	3.7976
MGH53_P12_C09	-0.0161258888837	green3	2	0.9782	3.8855
MGH53_P12_C10	0.316718395291	green3	2	0.26664	2.336
MGH53_P12_C11	0.0300365527915	green3	2	2.5301	2.9405
MGH53_P12_C12	0.199066123825	green3	2	0.098958	2.591
MGH53_P12_D01	-0.491902985232	green3	2	0.086784	3.467
MGH53_P12_D02	NA	black	0	0	2.2482
MGH53_P12_D03	0.153376738847	green3	2	0.18523	2.6311
MGH53_P12_D04	0.026855307648	green3	2	0.27739	2.8123
MGH53_P12_D05	NA	black	0	0	2.4268
MGH53_P12_D06	-2.31130749197	black	0	0.13356	5.6937
MGH53_P12_D07	0.0654419970705	green3	2	0.87421	1.1551
MGH53_P12_D08	0.251233229956	green3	2	0.15575	2.5
MGH53_P12_D09	NA	black	0	0	3.0079
MGH53_P12_D10	-1.26821886344	red	1	0.10165	4.418
MGH53_P12_D11	-0.362940272659	green3	2	0.78157	4.6035
MGH53_P12_D12	-0.0921002377747	green3	2	0.10568	2.9712
MGH53_P12_E01	-2.19049305562	black	0	0.088142	5.4362
MGH53_P12_E02	-0.298237677322	green3	2	2.1194	2.6185
MGH53_P12_E03	0.55107757899	green3	2	2.2699	3.3925
MGH53_P12_E04	0.979265282144	green3	2	0.11636	1.4936
MGH53_P12_E05	-0.0586177912316	green3	2	0.16864	2.9355
MGH53_P12_E06	0.377055094837	green3	2	0.10434	2.3513
MGH53_P12_E07	0.499065714994	green3	2	0.060739	2.2179
MGH53_P12_E08	0.515292860619	green3	2	2.6572	3.2674
MGH53_P12_E09	0.982153961679	green3	2	0.088142	1.5366
MGH53_P12_E10	0.289398292624	green3	2	0.10434	2.4691
MGH53_P12_E12	0.993737043099	green3	2	0.02432	1.6164
MGH53_P12_F01	NA	black	0	0	2.5898
MGH53_P12_F02	NA	black	0	0	2.5326
MGH53_P12_F03	NA	black	0	0	2.0963
MGH53_P12_F04	-0.894365964605	green3	2	3.4568	2.5423
MGH53_P12_F06	-0.0182144934755	green3	2	0.14666	2.8775
MGH53_P12_F07	-1.30218083461	red	1	2.57	2.0208
MGH53_P12_F08	-0.371706350984	green3	2	0.27977	3.4498
MGH53_P12_F09	1.41673394216	green3	2	0.049631	1.0043
MGH53_P12_F10	0.203918625521	green3	2	0.17121	2.5619
MGH53_P12_F11	0.3819939251	green3	2	0.19787	2.283
MGH53_P12_F12	-0.362290605678	green3	2	0.14535	3.3401
MGH53_P12_G01	0.134547094278	green3	2	0.11902	2.6722
MGH53_P12_G03	-0.800725884856	green3	2	2.7038	2.4095
MGH53_P12_G04	5.44673482027	black	0	3.7699	5.194
MGH53_P12_G07	0.2367408219	green3	2	0.14143	2.5261
MGH53_P12_G08	NA	black	0	0	2.5467
MGH53_P12_G09	-0.121871003353	green3	2	0.22033	3.0369
MGH53_P12_G10	0.69927377318	green3	2	0.04684	1.9705
MGH53_P12_G11	NA	black	0	0	1.4016
MGH53_P12_G12	NA	black	0	0	1.6681
MGH53_P12_H01	0.4616188684	green3	2	0.045443	2.2759
MGH53_P12_H02	0.152038286452	green3	2	0.52507	2.4657
MGH53_P12_H03	0.344051135857	green3	2	0.19661	2.3417
MGH53_P12_H04	0.691561784535	green3	2	0.037031	1.9899
MGH53_P12_H05	0.349582694439	green3	2	0.090853	2.3953
MGH53_P12_H06	0.396381751114	green3	2	0.064883	2.3479
MGH53_P12_H07	0.144452802781	green3	2	0.22404	2.6341
MGH53_P12_H08	0.193007704458	green3	2	0.24367	2.5514
MGH53_P12_H09	-0.178430222354	green3	2	0.63691	3.4449
MGH53_P12_H10	-0.0097825544621	green3	2	1.107	2.802
MGH53_P12_H11	-0.807914927345	green3	2	2.4415	2.3074
MGH53_P12_H12	0.494319577314	green3	2	0.26183	2.0398
MGH53_P2_A09	-0.106462270064	green3	2	3.0127	2.8738
MGH53_P2_A11	-0.324355527227	green3	2	0.59264	3.7755
MGH53_P2_A12	0.721953308966	green3	2	1.5286	4.4647
MGH53_P2_B05	0.247997664687	green3	2	0.13093	2.5145
MGH53_P2_B07	-0.791370500288	green3	2	0.20664	3.977
MGH53_P2_B09	-0.259539566926	green3	2	0.69688	3.8462
MGH53_P2_B10	-1.75939613874	black	0	0.19283	5.2048
MGH53_P2_C01	-0.956029556581	green3	2	2.2759	2.1047
MGH53_P2_C02	3.73999506394	black	0	3.125	4.9404
MGH53_P2_C03	-1.11919397856	red	1	0.044044	4.16
MGH53_P2_C07	-1.27044388839	red	1	0.16221	4.5281
MGH53_P2_C09	-0.193644275852	green3	2	0.26424	3.1619
MGH53_P2_D01	-0.251701266467	green3	2	0.66175	3.7247
MGH53_P2_D02	-0.154928754438	green3	2	0.044044	3.0374
MGH53_P2_D07	-0.171184329755	green3	2	0.84398	4.0891
MGH53_P2_D08	-0.0421437888627	green3	2	0.95606	3.9806
MGH53_P2_D12	-0.49456119741	green3	2	1.4022	1.7031
MGH53_P2_E04	-0.668568614369	green3	2	0.62667	4.7684
MGH53_P2_E10	0.831388459523	green3	2	2.0649	3.7777
MGH53_P2_F02	-0.352799589262	green3	2	0.12829	3.3177
MGH53_P2_F03	-0.521383875225	green3	2	0.27143	3.6715
MGH53_P2_F04	-0.0972394877047	green3	2	0.51803	3.1028
MGH53_P2_F05	-1.4139188416	red	1	0.34483	5.1674
MGH53_P2_G02	-0.542001398757	green3	2	0.26903	3.6999
MGH53_P2_G07	-0.952543894582	green3	2	0.29631	4.3573
MGH53_P2_H01	-0.230656536896	green3	2	0.034216	3.1252
MGH53_P10_A01	-0.0756145659843	green3	2	0.54992	3.0649
MGH53_P10_A02	0.860467363807	green3	2	0.05797	1.7463
MGH53_P10_A03	-0.158425648154	green3	2	0.3115	3.1258
MGH53_P10_A04	0.152219682329	green3	2	0.10165	2.6521
MGH53_P10_A05	-0.045238381455	green3	2	0.066261	2.9067
MGH53_P10_A06	NA	black	0	0	2.4279
MGH53_P10_A07	0.368268300811	green3	2	0.10836	2.3609
MGH53_P10_A08	-0.0767098363579	green3	2	0.31499	2.9888
MGH53_P10_A09	NA	black	0	0	1.779
MGH53_P10_A10	NA	black	0	0	3.1543
MGH53_P10_A11	-1.75281915943	black	0	0.29748	5.5012
MGH53_P10_A12	0.773059507015	green3	2	0.094912	1.8184
MGH53_P10_B01	-2.6985573526	black	0	0.09356	6.0011
MGH53_P10_B02	-1.6038090486	black	0	0.12168	4.85
MGH53_P10_B03	-1.8756950987	black	0	0.26664	5.5668
MGH53_P10_B04	0.122387061991	green3	2	0.41034	2.6093
MGH53_P10_B05	0.0544454831574	green3	2	0.22527	2.7719
MGH53_P10_B06	-0.432464861605	green3	2	2.2035	2.52
MGH53_P10_B07	-0.492414992603	green3	2	0.56852	4.1368
MGH53_P10_B08	0.0710911319956	green3	2	1.0731	3.9371
MGH53_P10_B09	0.14303247862	green3	2	0.13225	2.6581
MGH53_P10_B10	-0.76945892876	green3	2	0.063503	3.7805
MGH53_P10_B11	-0.104322357172	green3	2	0.54003	3.1334
MGH53_P10_B12	0.603992585914	green3	2	0.079975	2.0645
MGH53_P10_C01	0.24011490872	green3	2	0.43829	2.3346
MGH53_P10_C02	0.820470468462	green3	2	0.035624	1.8258
MGH53_P10_C03	-1.82536259617	black	0	0.21164	5.3378
MGH53_P10_C04	-2.18631840534	black	0	2.9675	1.7225
MGH53_P10_C05	4.92789280886	black	0	3.9373	4.8619
MGH53_P10_C06	-0.0258098812914	green3	2	0.12961	2.8867
MGH53_P10_C07	NA	black	0	0	5.1659
MGH53_P10_C08	NA	black	0	0	4.9452
MGH53_P10_C09	NA	black	0	0	6.1014
MGH53_P10_C10	0.213170443044	green3	2	0.13093	2.5624
MGH53_P10_C11	-0.387583816477	green3	2	0.22527	3.4296
MGH53_P10_C12	-1.1092206781	green3	2	2.6853	2.2057
MGH53_P10_D01	-1.27821398943	red	1	0.049631	4.3467
MGH53_P10_D02	-0.175911079688	green3	2	0.1776	3.1018
MGH53_P10_D03	-0.0325420860442	green3	2	3.8228	2.942
MGH53_P10_D04	0.395880782125	green3	2	0.1003	2.3283
MGH53_P10_D05	-0.0679588880758	green3	2	0.3505	2.9815
MGH53_P10_D06	-0.459982409691	green3	2	0.72509	4.6348
MGH53_P10_D07	0.358740722053	green3	2	1.2271	4.8768
MGH53_P10_D08	0.548905378879	green3	2	4.2624	3.1549
MGH53_P10_D09	-1.3919611287	red	1	2.2969	1.7638
MGH53_P10_D12	-1.00832806597	green3	2	0.066261	4.0624
MGH53_P10_E01	0.30574332999	green3	2	0.049631	2.4704
MGH53_P10_E03	0.338954146535	green3	2	0.123	2.3929
MGH53_P10_E04	0.632014937733	green3	2	0.32998	1.6781
MGH53_P10_E05	-0.304172316866	green3	2	2.1577	2.6232
MGH53_P10_E06	NA	black	0	0	2.5474
MGH53_P10_E07	0.915932421185	green3	2	0.051024	1.6817
MGH53_P10_E08	0.0498629226257	green3	2	0.39506	2.7609
MGH53_P10_E09	-0.194980945637	green3	2	0.48233	3.3028
MGH53_P10_E10	NA	black	0	0	4.1329
MGH53_P10_E11	0.253328861421	green3	2	0.10568	2.5168
